msg_id,speaker,text,label,tactic_urgency,tactic_fomo,tactic_sunk_cost,tactic_social_proof,has_tactic,tactic_clean,stage,platform,urgency,aug_method
81,attacker,"Dear Applicant, Thank you for applying for the opportunity. Congratulations, you're invited to continue the application process. I'm fascinated by your experience. But there is a problem that the CV you gave is not wanting to accept our team. If you want to join our team, you will have to give a new CV. That's why if you create a CV from our team website, it will be more acceptable. I hope you understand our words. Please note. Many people have applied to our team. From this you are chosen. We want you to complete the work quickly. If you give the CV, we will move to the next step. Create now. LiveCareerResume-Subscription.UK Please note that after giving Cv you have to give us some time so that we can see the Cv well. Thank you so Much. Have a good day.",1,1,0,0,0,1,urgency,extraction,Email,5,original
82,recruiter,"Hello, sorry to bother you. I'm from Korn/Ferry in Los Angeles. Your background and resume have been recommended by several online recruitment agencies. We'd like to offer you a fantastic remote online part-time or full-time job helping a scooter company monitor and manage scooters using your phone, with free training provided. Flexible part-time and full-time positions allow you to work 60 to 90 minutes a day, 5 days a week, with hours and locations that fit around your schedule. You'll earn between $80 and $500 per day, with a base pay of $950 for every 4 days worked. In addition to statutory holidays such as maternity leave and paternity leave, regular employees can also enjoy 5-15 days of paid annual leave. If you would like to participate, please contact us via WhatsApp",1,0,0,0,1,1,social_proof,hook,SMS,5,original
83,recruiter,"Hello. I'm Isabella Ramos, (Youtube Affiliate Human Resources) from the company GRIN.co . I would like to offer you a part-time job where you can earn up to 200 euro by liking YouTube videos. All you have to do is like and screenshot the videos on youtube I will send you. Send me a screenshots of the videos as proof that you are done. We will pay you 5 euro for the initial payment and up to 200 euro for per day you will earn. do you want to try? Before we proceed , may i know your age? Great! you are qualified in working with us. Payment settlement is made by bank transfer.",1,0,0,1,0,1,sunk_cost,extraction,WhatsApp,5,original
84,recruiter,"Hi, my name is Ellie. I am a recruitment consultantfor Egon Zehnder We have received your job application. Are you still looking for a job? We currently have part-time and full-time jobs, age requirement 22+ Data Provide Users Job scope Optimize Data (Non-technical) Requirement Own a Device with network Time & Venue Own time own target, work remotely Over 22 years old Salary Package Basic salary + commission system Part Time - 1000EUR- 2000EUR Five Days Full Time - 10000EUR- 30000EUR Thirty Days",1,0,0,0,1,1,social_proof,hook,WhatsApp,5,original
85,recruiter,"Hello, sorry to bother you. I'm Julianna from Korn/Ferry in Los Angeles. Your background and resume have been recommended by several online recruitment agencies. We'd like to offer you a fantastic remote online part-time or full-time job helping a scooter company monitor and manage scooters using your phone, with free training provided. Flexible part-time and full-time positions allow you to work 60 to 90 minutes a day, 5 days a week, with hours and locations that fit around your schedule. You'll earn between $80 and $500 per day, with a base pay of $950 for every 4 days worked. In addition to statutory holidays such as maternity leave and paternity leave, regular employees can also enjoy 5-15 days of paid annual leave. If you would like to participate, please contact us via WhatsApp: +18048090090",1,0,0,0,1,1,social_proof,hook,SMS,5,original
86,attacker,"HelloOur company works with large companies who are willing to pay for visibility, so our company has to hire a lot of employees who cooperate, give your content a 5-star rating on Google Maps and get paid.This is a part-time job that doesn't affect your other jobs, and you don't have to pay any joining fees. The work is very simple, you only need to enter Google Maps and give a 5-star rating, and you will get paid. We pay 10-500AED for 1 task, you can like videos in your free time and earn up to 2000AED per day.",1,0,1,0,0,1,fomo,hook,WhatsApp,5,original
87,hr,"Dear U, Thank you for your interest in the Associate Software Engineer position at Zorvyn. We were impressed with your profile and would like to invite you to complete a screening assessment to help us evaluate your fit for the role. Assessment Details Position Associate Software Engineer Type Coding Exam (Timed) Duration 120 minutes Deadline 9th April 2026, 10:00 PM IST This assessment is not restricted to a specific date or time. You may begin at any time before the deadline, at your convenience. We recommend completing it at your earliest for timely processing of your application. Login Credentials Applicant ID TEI1QDMB Password -b_S6JML2Z These credentials are unique to you. Do not share them with anyone. Begin Assessment Alternatively, you may access the assessment by pasting the following link into your browser: https://screening.zorvyn.io/e/1/-b_S6JML2ZGKHUFmE1Vs235ZOh5mplvB Before You Begin 1. Use a laptop or desktop with a stable internet connection. Mobile devices are not supported. 2. The timer starts once you begin and cannot be paused. Complete the exam in one sitting. 3. You may choose any supported programming language and test your code before submitting. 4. Your solution will be evaluated against hidden test cases. Ensure it handles edge cases. 5. If the timer expires, your current code will be auto-submitted. You get only one attempt. For any technical issues, write to hr@zorvyn.io with your reference ID TEI1QDMB in the subject line. Best regards, HR Team Zorvyn FinTech Pvt. Ltd.",0,0,0,0,0,0,none,screening,Email,2,original
88,hr,"Congratulations! You've Been Selected - Next Steps with iLabs Hi Ulageeswaran We're pleased to let you know that you have been selected for the Front-End Intern - NextJS / ReactJS position at iLabs! As the next step, a member of our HR team will be reaching out to you shortly to guide you through the official offer stage. They will walk you through the details of your compensation package, along with the benefits and perks we offer at iLabs. You'll also have the opportunity to discuss and clarify any questions related to your offer directly with them. If you need any additional support or have further queries at any stage, please don't hesitate to reach out to us. We're excited to move forward together and look forward to welcoming you to the iLabs Team! Best Regards, iLabs Hiring Team IncubateLabs (Pvt) Ltd Web: www.incubatelabs.com",0,0,0,0,0,0,none,offer,Email,1,original
89,hr,"Infinity Innovators (Pvt) Ltd - Software Engineer Internship position Dear Candidate, We are finding you will be an interesting candidate for the Intern- Software Engineering position at Infinity Innovators Pvt Ltd. We are pleased to notify you that we are now in the shortlisting stage and would appreciate it if you could share further information with us to move ahead. Kindly submit the below google form with the requested information asap https://forms.gle/kc3eY8YHeC2FsQVR8 R.Yadhurshika Business Development & Operations Associate No. 28 1-1, Temple Lane, Colombo 03, Sri Lanka T +94 11 236 7676 | M +94 704546424 | W www.infyinnos.com",0,0,0,0,0,0,none,screening,Email,3,original
90,hr,"Dear U, Thank you for your interest in career opportunities at Zebra Technologies. Your resume was successfully received and your qualifications are being reviewed against the requirements of the advertised position. If your background and experience match the position qualifications, one of our Talent Acquisition professionals will reach out to you directly. We encourage you to revisit our website as new positions become available. Again, we appreciate your interest in this position and wish you success in your efforts to find a rewarding position. Sincerely, Zebra Global Talent Acquisition Team",0,0,0,0,0,0,none,awareness,Email,1,original
91,hr,"Petvisor Follow Up - Software Engineer (PHP) Opportunity Hi U, Thank you for taking the time to apply for the Software Engineer (PHP) role at Petvisor. We appreciate your interest in joining the company! Unfortunately, we will not be moving forward with your application, but we encourage you to check back on our careers page for future openings. We will hold on to your resume and reach out if anything changes. Best,",0,0,0,0,0,0,none,rejection,Email,1,original
92,hr,"Hi U, We appreciate your interest in Wiley and the position of Intern - Software Engineer. We have reviewed your background and skill set. Unfortunately, on this occasion, we will not be further proceeding with your application for this role. I want to thank you for taking the time to express interest in working with us and would welcome an application from you for a future role. We wish you the best of luck in your future endeavors! Regards, Wiley Talent Acquisition Team Ridmi Bandara",0,0,0,0,0,0,none,rejection,Email,1,original
93,hr,"VitalHub Thanks Kajanthan! We received your application. Hi Kajanthan, Thank you for your interest in VitalHub and for taking the time to apply for the Intern - Software Developer (.NET) position. We just wanted to let you know that our hiring team have received your application and we are looking forward to reviewing your skills and experience! Our hiring team receive a large volume of applicants and are unable to respond to each individually. If you do not receive a response from us within 14 days of submitting your application, unfortunately you have been unsuccessful for this position. Thank you again for the time to apply to this role at VitalHub. Have a great day! Best regards, Recruitment Team VitalHub",0,0,0,0,0,0,none,awareness,Email,1,original
94,hr,Thanks for attending your interviews with us. We were impressed with your interview and would like to make you an informal offer pending various checks that will now need to be done at this end by the University of Cambridge. Can you let us know whether you would like to accept this offer? We have reserve candidates and hence would like to hear your thoughts as soon as possible. With best wishes,0,0,0,0,0,0,none,offer,Email,3,original
95,hr,"Thank you for your interest in the Software Engineer II position. We appreciate you sharing information about your background and completing your interviews. We know you're awaiting an update regarding your candidacy. Before we proceed with next steps, we're taking some time to carefully review how to best align your experience with our open roles. Our goal is to be as targeted as possible, ensuring we're connecting you with opportunities that are truly a great fit and avoiding any unnecessary delays later in the process. We don't have an exact timeline for when this review will be complete, but please know we're still very interested in your candidacy. We'll be sure to reach out with another update as soon as we have more information.",0,0,0,0,0,0,none,screening,Email,1,original
96,hr,"Hope you are doing well and safe! Thank you for interviewing with Amazon for the Software Development Engineer Intern (Jan - June 2026) role. We appreciate the time and effort you invested throughout the selection process. We are pleased to inform you that you have successfully cleared the interview process. At this stage, your application has been placed on waitlist and we will reach out to you within 60 days of your last interview if we are able to move your candidature forward.",0,0,0,0,0,0,none,offer,Email,1,original
97,other,"Hello, I am an Investigative Support Specialist with Peraton retained by the Defense Counterintelligence and Security Agency and I am contacting you regarding your federal background investigation. I am limited on the information I can provide electronically, but common reasons for receiving this email include a job you have, recently started, or applied for, with the U.S. Military, U.S. Government, or a U.S. Government Contractor. An interview is needed to complete your background investigation and therefore we would like to schedule this interview to be completed via Video Teleconference (VTC), utilizing a FEDRAMP version of Zoom.",0,0,0,0,0,0,none,screening,Email,1,original
98,hr,"Hi, I've got some phenomenal news! Your information for the Customer Service Specialist role has been reviewed and we would like to move forward in the interview process. The next step is a 45 minute Zoom video chat with (Service Team Lead) and one additional Service Team Lead. To help us schedule your next interview, please submit at least 3 dates of availability using the link below. Thank you and I look forward to hearing from you! Kind regards, Talent Acquisition Partner",0,0,0,0,0,0,none,interview,Email,2,original
99,hr,"Dear Future Developers, Thank you for your interest in the Vixva CodeLab Software Engineering & Machine Learning internship. We're thrilled by your enthusiasm and can't wait to see what you'll bring to our program. What to do next: Learn More Details Please click here to review the full program overview and FAQs. Complete the IQ Assessment Click the link below to access a brief, general IQ test. Be honest-your answers will help us understand your problem-solving style. Deadline: Please submit your responses within 2 days of receiving this email. Interview Scheduling Once we've reviewed your test results, we'll reach out to schedule your technical interview (via Zoom) and share the agenda. If you have any questions or encounter any issues, simply reply to this email or contact us at hr@vixva.com.",0,0,0,0,0,0,none,screening,Email,2,original
100,hr,"Dear Vithusha, It was good to get to know you better in the interview call. Unfortunately, after conducting initial interviews, we have decided to move to the second interview round with a smaller group of applicants at this time. We are grateful for your interest in PRAM IT Solutions and the effort you put into the interview rounds. Under the EU-GDPR regulations, we aren't allowed to save your data in our servers. Keep in touch with our socials for future vacancies. You can find us on any social media channel with the ID @pramitsolutions. Thank you again for your interest in PRAM IT Solutions. We wish you all the best in your career.",0,0,0,0,0,0,none,rejection,Email,1,original
101,hr,"Dear Vithusha, We are pleased to inform you that you have been shortlisted for an interview for the position of Trainee Software Engineer at MyDynamica (Pvt) Ltd. We were impressed with your qualifications and experience, and we are excited to learn more about how you can contribute to our team. Interview Details: Date: 18.11.2024 Time: 9.00 am Venue: MyDynamica (Pvt) Ltd, No 71/3 Arasady Road, Jaffna. Important Note: Please ensure to bring all your valuable documents for the interview. During the interview, you will have the opportunity to discuss your skills and experience in more detail. We kindly request you to bring your laptop for any practical demonstrations or discussions.",0,0,0,0,0,0,none,interview,Email,1,original
102,recruiter,"Please confirm your availability for the online interview tomorrow at 11 am with Team Lead Best Regards, Team Human Resources GAMAGE RECRUITERS (PVT) LTD Mobile: +94 774795371 Office No. 676/1 Galle Road, Nalluruwa Panadura Email: hr.gamagerecruiters@gmail.com",0,0,0,0,0,0,none,interview,Email,2,original
103,other,"Dear Vithusha, Thank you for your continued interest in the Apptimus Internship Program. To proceed with the next step, please log in to your account using the link below. Once logged in, you will be able to select your preferred time slot for the AI-driven initial screening interview. We recommend completing this as soon as possible to ensure your preferred slot is available. Click here to set your password and access the system. If you face any technical issues during the interview process, please contact us at 0766028672 for assistance. We wish you the best of luck and look forward to seeing you in the next stage of the selection process.",0,0,0,0,0,0,none,screening,Email,2,original
104,hr,"Dear Candidate, Thank you for applying for the Web Designer position at CodeWox (PVT) LTD. We are pleased to invite you to the first stage of our interview process! Interview Details: Date: Saturday, 7th December 2024 Time: 10:00 AM - 5:00 PM (Total duration: 7 hours) Location: CodeWox Office, 10/1 Ekwatta Road, Mirihana, Nugegoda Contact Person: Kawmadi (077 815 8437) Important Instructions: Please arrive promptly by 10:00 AM. Late arrivals will not be accommodated, and your application will be disqualified. Bring your own laptop and charger for the interview.",0,0,0,0,0,0,none,interview,Email,3,original
105,other,"This event isn't in your calendar yet You haven't interacted with astrivsolutions@gmail.com before. Do you want to automatically add this and future invitations from them to your calendar? Add to calendar Join with Google Meet Meeting link meet.google.com/dfi-mrqz-rzj Test your setup any time before your appointment. Flaire Interviews (Vithusha Pathmanathan) Saturday Aug 16, 2025 8pm - 8:15pm (India Standard Time - Colombo) Booked by Vithusha Pathmanathan vithusha014@gmail.com Purpose: Interview to assess your fit for Flaire and discuss next steps.",0,0,0,0,0,0,none,interview,Email,2,original
1_ta,recruiter,"Yes, I can do that. However, for smooth communication and quick responses, I suggest you continue our conversation from here. WhatsApp allows for real-time interactions, making it easy to address your questions or concerns instantly. Additionally, I can share updates immediately, ensuring a more efficient and seamless process throughout your application.",1,0,0,0,0,0,none,hook,WhatsApp,3,backtrans_ta
2_si,other,"You sign a 2-year contract, and if you leave early you have to pay a $23,000 termination fee.",1,0,0,1,0,1,sunk_cost,extraction,other,3,backtrans_si
2_ta,other,"You sign a 2-year contract and pay a $23,000 termination fee if you leave early.",1,0,0,1,0,1,sunk_cost,extraction,other,3,backtrans_ta
2_fr,other,"You must sign a 2-year contract and if you leave early, you will have to pay a $23,000 termination fee.",1,0,0,1,0,1,sunk_cost,extraction,other,3,backtrans_fr
3_ta,recruiter,"Before sending your profile to the hiring manager, add specific skills to your resume.",1,0,0,0,0,0,none,hook,other,3,backtrans_ta
3_fr,recruiter,Please add specific skills to your CV before forwarding your profile to the hiring manager.,1,0,0,0,0,0,none,hook,other,3,backtrans_fr
4_si,recruiter,"Hi, I'm Lena. Our company works with an app developer to improve app visibility. Flexible hours, no experience necessary, part time or full time. Monthly salary $6,000-9,000. Are you interested?",1,0,0,0,0,0,none,hook,SMS,3,backtrans_si
4_ta,recruiter,"Hi, I'm Lena. Our company works with app developer to improve app visibility. Flexible hours, no experience necessary, part-time or full-time. Monthly salary is $6,000-9,000. Are you interested?",1,0,0,0,0,0,none,hook,SMS,3,backtrans_ta
4_fr,recruiter,"Hi, my name is Lina. Our company works with an app developer to improve app visibility. Flexible hours, no experience required, part time or full time. Monthly salary of $6,000 to $9,000. Are you interested?",1,0,0,0,0,0,none,hook,SMS,3,backtrans_fr
5_si,recruiter,This role offers quick advancement and exciting career opportunities for motivated individuals.,1,0,1,0,0,1,fomo,hook,other,3,backtrans_si
5_ta,recruiter,This role offers motivated individuals rapid promotions and exciting career opportunities.,1,0,1,0,0,1,fomo,hook,other,3,backtrans_ta
5_fr,recruiter,This role offers rapid promotions and exciting career opportunities for motivated individuals.,1,0,1,0,0,1,fomo,hook,other,3,backtrans_fr
6_si,recruiter,"I actually received your resume and am looking for someone to assist me. I pay $850 weekly. You'll help post properties on Facebook Marketplace and Craigslist, and I'll pay you via Cash App or Zelle.",1,0,0,0,0,0,none,extraction,SMS,3,backtrans_si
6_ta,recruiter,"Actually I got your application and looking for someone to help me. I pay $850 weekly. You'll help post properties on Facebook Marketplace and Craigslist, and I'll pay you via Cash App or Zelle.",1,0,0,0,0,0,none,extraction,SMS,3,backtrans_ta
6_fr,recruiter,"I received your CV from Indeed and am looking for someone to help me. I will pay $850 per week. You will help list properties on Facebook Marketplace and Craigslist, and I will pay you via Cash App or Zelle.",1,0,0,0,0,0,none,extraction,SMS,3,backtrans_fr
7_si,recruiter,"Hello, your PlushCare job documents are attached. An initial check has been issued for your equipment and setup. Please print, cut and endorse the cheque, deposit it using your bank's mobile app, and send a copy of the deposit receipt as proof of completion.",1,0,0,1,0,1,sunk_cost,extraction,Email,5,backtrans_si
7_ta,recruiter,"Hello, your plushcare employment documents are attached. An initial check of your equipment and setup is provided. Please print, cut, endorse the cheque, deposit it using your bank's mobile app and send a copy of the deposit receipt as proof on completion.",1,0,0,1,0,1,sunk_cost,extraction,Email,5,backtrans_ta
8_ta,other,"Hello, my name is Shirley and I am a recruiter at Mara. Many online recruitment companies recommend your application. Therefore, our company offers you remote work. This is a great remote part time/full time online job that helps update Mara data and provides free training. Hours 30 to 60 minutes, you can earn $200 to $2000 per day if you want. The base pay is $1200 for every 4 days you work. (Note: You must be at least 22 years old). 4-day paid trial period. At the end of the probationary period, you can sign an employment contract with the company and get paid annual leave and other benefits. If you want to join us, contact us by adding WhatsApp: +17XXXXXXXX",1,0,1,0,0,1,fomo,extraction,SMS,3,backtrans_ta
9_ta,recruiter,"Hi, I'm Jacob from Cherry Amsil Limited. You are listed for Customer Service, Administrative Assistant, Data Entry post at Pantoro Limited. $45/hour + 1 week training. Are you interested?",1,0,1,0,0,1,fomo,hook,SMS,3,backtrans_ta
9_fr,recruiter,"Hello, my name is Jacob from Cherry Amcil Limited. You have been shortlisted for a Customer Service, Administrative Assistant and Data Entry role with Pantoro Limited. $45/hour + 1 week of training. Are you interested?",1,0,1,0,0,1,fomo,hook,SMS,3,backtrans_fr
10_si,recruiter,"I am pleased to inform you that based on your experience and skills, the company has decided to hire you for the position of Remote Data Analyst. Starting pay is $60 per hour with weekly payment options. You'll start with a short online training, and we'll give you access to company systems. Payment by check will be issued to you to purchase office equipment and software for your workplace. Kindly provide your full name, home address, phone number and email so that HR can proceed with your entry and send your offer letter.",1,0,0,1,0,1,sunk_cost,extraction,Email,3,backtrans_si
10_ta,recruiter,"I am pleased to inform you that based on your experience and skills, the company has decided to hire you for the post of Remote Data Analyst. Starting pay is $60 an hour with weekly payment options. You'll start with a short online training and we'll give you access to company systems. Pay by check to purchase office equipment and software for your workstation. Please provide your full name, home address, phone number and email so that HR can proceed with your onboarding and send your offer letter.",1,0,0,1,0,1,sunk_cost,extraction,Email,3,backtrans_ta
11_ta,recruiter,"We are pleased to offer a Remote Procurement Analyst position based on your experience. Starting salary is $40 an hour with weekly pay. You will receive a short training session via Zoom and access to company settings. Before setting up your workplace, the company will pay for the purchase of office supplies and software. Please send your full name, address, phone number and email so HR can proceed with your registration and offer letter.",1,0,0,1,0,1,sunk_cost,extraction,Email,3,backtrans_ta
11_fr,recruiter,"We are happy to offer you a Remote Procurement Analyst position based on your experience. Starting pay is $40 per hour with weekly pay. You will complete a short training session via Zoom and have access to company systems. The company will provide you with payment for the purchase of office supplies and software before setting up your workspace. Please send your full name, address, telephone number and email address so that HR can process your registration and offer letter.",1,0,0,1,0,1,sunk_cost,extraction,Email,3,backtrans_fr
13_ta,recruiter,"Hello, We [Company] would like to reach an exciting opportunity. We are currently seeking talented video editors to join our creative team and help bring clients' visions to life. We believe you will be a great fit. If you are interested, please reply to this email with confirmation.",1,0,1,0,0,1,fomo,hook,Email,3,backtrans_ta
13_fr,recruiter,"Hello, we wanted to offer you an exciting opportunity at [COMPANY]. We are currently looking for talented video editors to join our creative team and help bring our clients' visions to life. We think you'll be a great fit. If you are interested, please reply to this email with confirmation.",1,0,1,0,0,1,fomo,hook,Email,3,backtrans_fr
14_si,recruiter,"Well, you have been selected among new recruits for our online screening interview via Skype or Google Hangout. Pay is $25 an hour and hours are flexible. Do you have Skype or Google Hangout? Please give me your Google Hangout email so I can add you and continue. I have sent you an invitation, please accept it so we can continue with the interview process.",1,0,0,0,0,0,none,extraction,SMS,3,backtrans_si
14_ta,recruiter,"Well, you have been selected among the new candidates for our online screening interview via Skype or Google Hangout. Pay is $25 an hour and hours are flexible. Do you have Skype or Google Hangouts? Please give me your Google Hangout email so I can add you and continue. I have sent you an invitation, please accept it so we can proceed with the interview process.",1,0,0,0,0,0,none,extraction,SMS,3,backtrans_ta
15_ta,recruiter,"On behalf of BDR Solutions we are pleased to present this job opportunity to you. After carefully reviewing your application and qualifications, we believe you will be an excellent addition to our team. You'll start with a three- to five-day online training program via Zoom, after which daily assignments will be assigned through our internal platform. This position offers a salary equivalent to $68 per hour, paid by direct deposit or wire transfer, with benefits including health, dental and vision insurance, paid vacation and retirement plans. To simplify the registration process, create your offer letter and provide the following information: your full name, full postal address, email address, telephone number and preferred start date.",1,0,0,1,0,1,sunk_cost,extraction,Email,4,backtrans_ta
16_si,recruiter,"We do not require you to provide your SSN, just make sure you have it. If you are interested, our employers will provide detailed information. To apply for the job, you must be at least 25 years old. How old are you please? Can you send more details about this job dear? why Tell me the reason for your rejection, dear?",1,0,0,0,0,0,none,hook,SMS,3,backtrans_si
16_ta,recruiter,"You don't need to provide your SSN, just make sure you have it. If you are interested, our employers will provide detailed details. To apply for the job, you must be at least 25 years old. What is your age please? Can you send more details about this job dear? Why? Can you tell me the reason for your refusal dear?",1,0,0,0,0,0,none,hook,SMS,3,backtrans_ta
17_si,recruiter,"I hope you have a great day! After reviewing your background, we think you would be a fantastic fit for the Senior Field Applications Engineer role they are currently looking to fill. This position offers the opportunity to work on exciting projects and collaborate with a talented team. If you are interested in learning more about this role, please check out the job description here: https://hello1jobs.xyz/uces I look forward to your comments! Warm greetings, thank you Muhammad Usama Pharmacy 5th year student",1,0,0,0,1,1,social_proof,extraction,Email,4,backtrans_si
17_ta,recruiter,"Hope you have a great day!I am excited to share with you an opportunity at Thermo Fisher Scientific, a company known for its innovative solutions. After reviewing your background, we think you would be a great fit for the Senior Field Applications Engineer position they are currently seeking to fill. This position offers the opportunity to work on exciting projects and collaborate with a talented team. If you want to know more about this job, check out the job description here: https://hello1jobs.xyz/uces Looking forward to your thoughts! Regards, Thank you Muhammad Usama Pharmacy 5th year student",1,0,0,0,1,1,social_proof,extraction,Email,4,backtrans_ta
17_fr,recruiter,"I hope you have a good day! I am excited to share an opportunity with you at Thermo Fisher Scientific, known for its innovative solutions. After reviewing your background, we believe you would be an ideal candidate for the Senior Field Applications Engineer position they are currently looking to fill. This position offers the opportunity to work on exciting projects and collaborate with a talented team. If you would like to learn more about this role, please view the position details here: https://hello1jobs.xyz/uces I look forward to your thoughts! Kind regards, Thank youMuhammad Usama5th year pharmacy student",1,0,0,0,1,1,social_proof,extraction,Email,4,backtrans_fr
18_si,recruiter,"I hope this message finds you well! We are always reaching out to Syntricate Technologies for exciting job opportunities. After reviewing your profile, we believe that your skills and experience make you an excellent fit for the Java Product Support position. If you are interested in exploring this opportunity, please visit the following link for the job description: https://hello1jobs.xyz/lokf Hope to hear from you soon!",1,0,0,0,1,1,social_proof,hook,Email,3,backtrans_si
18_ta,recruiter,"I hope you know this message well! We are contacting you on behalf of Cintricate Technologies who often have exciting job openings. After reviewing your profile, we believe that your skills and experience make you a good fit for a Java Product Support position. If you are interested in exploring this opportunity, please visit the following link for job description:https://hello1jobs.xyz/lokfLooking forward to your feedback soon",1,0,0,0,1,1,social_proof,hook,Email,3,backtrans_ta
18_fr,recruiter,"I hope this post finds you well! We are contacting you on behalf of Syntricate Technologies, which frequently has exciting job openings. After reviewing your profile, we believe your skills and experience make you an excellent candidate for the Java Production Support position. If you are interested in exploring this opportunity, please visit the following link for the job description: https://hello1jobs.xyz/lokf Looking forward to hearing from you soon! Sincerely, [Your name] Muhammad Sudheer Lead Generation at Lead Generation Manager",1,0,0,0,1,1,social_proof,hook,Email,3,backtrans_fr
19_si,recruiter,"Hope you are doing great. We reach for our Alpha and Omega Semiconductors. Many jobs are posted every month. After reviewing your profile, we believe your skills and experience make you a strong candidate for a Senior Staff Applications Engineer position. If you are interested in exploring this opportunity, please visit the URL for job details https://desirejobs.xyz/mvk3 Hope to hear from you soon!",1,0,0,0,1,1,social_proof,hook,Email,3,backtrans_si
19_ta,recruiter,"I hope you are doing well. We approach on behalf of our Alpha & Omega Semiconductor. Publishes a large number of job openings every month. After reviewing your profile, we believe your skills and experience make you a strong candidate for the Senior Staff Applications Engineer position. If you are interested in exploring this opportunity, please visit the URL for job details https://desirejobs.xyz/mvk3 We look forward to hearing from you soon!",1,0,0,0,1,1,social_proof,hook,Email,3,backtrans_ta
19_fr,recruiter,"I hope you're doing well. We are contacting you on behalf of our Alpha & Omega Semiconductor. which publishes numerous job offers every month. After reviewing your profile, we believe your skills and experience make you a strong candidate for a Senior Applications Engineer position. If you are interested in exploring this opportunity, please visit the Job Descriptions URL https://desirejobs.xyz/mvk3 Looking forward to hearing from you soon! ​​Regards, Thankarham JavedStudent at Islamia University Bhawalpur",1,0,0,0,1,1,social_proof,hook,Email,3,backtrans_fr
20_si,recruiter,"We are pleased to inform you that your experience and working skills have made a positive impression on us. Markon Solutions is pleased to offer you a full-time Junior Software Engineer (REMOTE) position. We believe that your skills and creativity will contribute significantly to the success of our organization. Your daily tasks will be communicated to you via email, and we will be on hand to provide guidance and support throughout your training period. After setting up your workspace, you will undergo an online training program via Skype over a period of 3 to 5 days. Your starting fee will be $59.32 per hour, and your payments will be issued weekly via your preferred wire transfer, direct deposit or check. Benefits attached to this position include flexible work schedule, short term disability insurance, sixteen (16) days paid time off, life insurance, six (6) paid medical leaves, retirement accounts, Health Savings Accounts (HSAs), Vision insurance and 401k plan. We will have a virtual communication with you during your first 5 days of employment. After this period, we provide access to our company server with a username and password along with contact phone numbers for various departments. We'll also send you all the forms you need to fill out, and before you start, you'll receive a check to purchase the office equipment and software you need for your training and work. You will receive your job offer letter today and we look forward to starting your training as soon as possible. To receive and register your offer letter, please provide us with the following information: Your full name Full home address Telephone number Email Once again, we wish you all the best in your new role with Marken Solutions. We look forward to working with you and expect great things from you. Sincerely, Alberto HernandezMarkon Solutions400 S Maple Ave #230, Falls Church, VA 22046",1,0,0,0,1,1,social_proof,extraction,Email,5,backtrans_si
20_fr,recruiter,"We are delighted to inform you that your experience and professional skills have left a positive impression on us. It is with great pleasure that we offer you a full-time (remote) Junior Software Engineer position at Markon Solutions. We believe that your skills and creativity will make a significant contribution to the success of our organization. Your daily tasks will be communicated to you by email and we will be available to guide and support you throughout your training period. When setting up your workspace, you will complete an online training program via Skype which will last between 3-5 days. Your starting rate will be $59.32 per hour and your pay will be issued weekly via your preferred method of bank transfer, direct deposit or check. Benefits of this position include a flexible work schedule, short-term disability insurance, sixteen (16) days of paid time off, life insurance, six (6) paid medical leave, retirement accounts, Health Savings Accounts (HSA), vision insurance, and a 401k plan. During the first 5 days of your employment, we will establish virtual communication with you. After this period, we will provide you with access to our company's server with a username and password, as well as the telephone numbers of the various services. We will also send you all the necessary forms to fill out and, before you begin, you will receive a check to purchase the office equipment and software necessary for your training and work. You will receive your job offer letter today and we look forward to starting your training as soon as possible. To receive and save your offer letter, please provide us with the following information: Your full name Full address Telephone number Email Once again, we congratulate you on your new role at Markon Solutions. We are excited to work with you and expect great things from you. Sincerely, Alberto HernandezMarkon Solutions400 S Maple Ave #230, Falls Church, VA 22046",1,0,0,0,1,1,social_proof,extraction,Email,5,backtrans_fr
21_si,recruiter,"I also noticed that your CV score might be a bit higher in the client's applicant tracking system (currently around 47%). With a few minor improvements, it should be in great shape. You can quickly test and optimize it through CareerHero.io – it helps improve ATS compatibility, increase LinkedIn visibility and organize your job applications. Once you update your profile, I can resubmit your application.",1,1,0,0,0,1,urgency,extraction,Email,3,backtrans_si
21_ta,recruiter,"I've also noticed that your CV can score slightly higher in the client's applicant tracking system (currently around 47%). With a few minor improvements, it should be in great shape. You can quickly check and improve it with CareerHero.io – it helps you improve ATS compatibility, increase LinkedIn visibility, and organize your job applications. Once you update your profile, I can resubmit your application.",1,1,0,0,0,1,urgency,extraction,Email,3,backtrans_ta
21_fr,recruiter,"I also noticed that your resume might score a little higher in the client's applicant tracking system (currently around 47%). With a few small improvements it should be in very good condition. You can quickly check and optimize it via CareerHero.io - this helps improve ATS compatibility, increase LinkedIn visibility and organize your applications. Once you have updated your profile, I can resubmit your application.",1,1,0,0,0,1,urgency,extraction,Email,3,backtrans_fr
22_si,recruiter,"Hi, Thank you for your application for the Customer Service Representative position - Work from anywhere. Can you please confirm that you are still in the market and your availability to start?CareerHero.io can help with your application—it ensures your CV is ATS-friendly, helps track applications, and even supports LinkedIn visibility and career development. (Currently you score 58% on Client ATS, we can resubmit once you update your LinkedIn).Awaiting your response. Regards, ConnorConnor WalshHead Headhunting Top 1% in Customer Service (Remote Roles)",1,1,0,0,0,1,urgency,hook,LinkedIn,3,backtrans_si
