msg_id,speaker,text,label,tactic,stage,platform,urgency,subtlety_level,scam_subtype
EXT_SCAM_0189,recruiter,Document attestation SGD 300 for your file submission.,1,urgency,payment_request,WhatsApp,high,obvious,equipment_deposit
EXT_SCAM_0190,recruiter,Work from mobile earn LKR 2000 per task set. Start anytime.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_LEGIT_0191,manager,Following up Chamara — the engineering team reviewed your assessment positively. Would like to discuss next steps when you're free.,0,,initial_contact,WhatsApp,medium,,
EXT_SCAM_0192,attacker,ecommerce rating job LKR 3000 daily. very simple work phone only.,1,social_proof,initial_contact,SMS,medium,medium,high_hourly
EXT_SCAM_0193,attacker,Digital task job. AED 300 per session. Work any hours.,1,social_proof,initial_contact,Email,medium,medium,high_hourly
EXT_SCAM_0194,recruiter,Earn $$200 daily rating products online. Simple mobile work.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0195,attacker,App download and review task. SGD 150 per completed review.,1,"social_proof,urgency",initial_contact,Telegram,medium,medium,quick_task
EXT_SCAM_0196,recruiter,Copy paste work from home. LKR 3000 per hour no experience.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0197,hr,Tax registration fee LKR 8000 required before salary can be processed.,1,urgency,payment_request,SMS,high,obvious,background_check
EXT_SCAM_0198,attacker,Remote data entry — USD 50 per hour. Work from anywhere.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_LEGIT_0199,manager,ok team liked ur profile. next step is tech test. check email.,0,,follow_up,Email,low,,
EXT_SCAM_0200,hr,malaysia factory job work permit fee lkr 25000 — employer verified.,1,"social_proof,urgency",payment_request,WhatsApp,high,obvious,visa_scam
EXT_SCAM_0201,recruiter,u need to pay SGD 500 processing before we proceed.,1,urgency,payment_request,Email,medium,obvious,direct_payment
EXT_SCAM_0202,recruiter,Social media job from home. Earn LKR 5000 per hour easily.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0203,attacker,Home-based online job. $50 daily for simple tasks.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_LEGIT_0204,manager,"Hi Kasun, offer for Finance Manager at MillenniumIT ESP is ready. Base salary, EPF/ETF, and leave policy on page 2. Reply to confirm acceptance.",0,,follow_up,LinkedIn,medium,,
EXT_SCAM_0205,recruiter,Digital marketing work from home. LKR 5000 per hour. No exp.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_LEGIT_0206,recruiter,machan Hsenid Business Solutions offer confirmed. LKR 14000 basic + bonus. formal letter tmrw.,0,,follow_up,SMS,medium,,
EXT_SCAM_0207,recruiter,thambi this job pays USD 300 per day. just phone work.,1,social_proof,initial_contact,SMS,medium,medium,high_hourly
EXT_SCAM_0208,recruiter,Australia farm job. Visa processing fee USD 300 through authorized agency.,1,"social_proof,urgency",payment_request,Email,high,obvious,visa_scam
EXT_SCAM_0209,recruiter,This position comes with a 3-year contract and return flight coverage. Very few openings.,1,social_proof,qualification,Telegram,medium,very subtle,subtle_pressure
EXT_SCAM_0210,recruiter,Medical examination AED 150 — required for work permit approval.,1,urgency,payment_request,WhatsApp,high,obvious,equipment_deposit
EXT_LEGIT_0211,hr,hey Hasitha they want u for the role. sorting paperwork internally.,0,,initial_contact,LinkedIn,medium,,
EXT_LEGIT_0212,manager,"Hi Akila, IronOne Technologies team is finalizing decision. Your profile is in the top two. Expect an update by Thursday.",0,,offer_announcement,LinkedIn,medium,,
EXT_SCAM_0213,attacker,Earn AED 200 daily for online product review. Remote. Flexible.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0214,manager,We work exclusively with employers who offer verified contracts and direct employment.,1,social_proof,initial_contact,Instagram,medium,very subtle,subtle_pressure
EXT_SCAM_0215,recruiter,training enrollment LKR 3500. refundable after probation period.,1,urgency,payment_request,Telegram,high,obvious,training_fee
EXT_SCAM_0216,hr,Document clearance LKR 1500 payable to authorized processing agent.,1,urgency,payment_request,SMS,medium,obvious,equipment_deposit
EXT_SCAM_0217,recruiter,We've been operating in Bahrain recruitment for 14 years. Fully licensed.,1,social_proof,initial_contact,WhatsApp,low,very subtle,subtle_pressure
EXT_LEGIT_0218,hr,bro CodeGen International interview confirm aagiyacha? u got the calendar invite right?,0,,document_request,Email,medium,,
EXT_SCAM_0219,recruiter,"Our track record speaks for itself — 1,400 successful placements in the last 3 years.",1,social_proof,qualification,Telegram,medium,very subtle,subtle_pressure
EXT_SCAM_0220,recruiter,"We represent employers directly — no middlemen, no agent fees to candidates.",1,social_proof,initial_contact,WhatsApp,low,very subtle,subtle_pressure
EXT_SCAM_0221,attacker,Laptop security deposit LKR 2500 for work-from-home equipment. Fully refundable.,1,urgency,payment_request,SMS,high,obvious,visa_scam
EXT_SCAM_0222,recruiter,Google review task. LKR 15000 per 5-star review submitted. Phone work.,1,social_proof,initial_contact,Instagram,medium,medium,quick_task
EXT_LEGIT_0223,recruiter,"Hi Pradeep, Nirosha from Arimac Lanka here. Decision is with senior management. Hoping to come back to you by Friday.",0,,initial_contact,SMS,low,,
EXT_SCAM_0224,attacker,Remote social media job — USD 500 per hour. Very easy.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_LEGIT_0225,hr,hi Divya reference check cleared. offer being prepared this week.,0,,offer_announcement,WhatsApp,medium,,
EXT_LEGIT_0226,hr,Welcome to CodeGen International Madushi! Your start date is confirmed. HR will share the onboarding schedule and laptop pickup details by tomorrow.,0,,offer_announcement,LinkedIn,medium,,
EXT_LEGIT_0227,hr,congrats Suresh! MillenniumIT ESP confirmed ur selection. start date 1st next month.,0,,document_request,Email,low,,
EXT_SCAM_0228,hr,Placement fee USD 100 — covers all documentation handling.,1,urgency,payment_request,Email,high,obvious,training_fee
EXT_LEGIT_0229,manager,"Hi Roshani, could you connect us with 2 professional references? We'll reach out directly. Please ensure they're aware.",0,,initial_contact,LinkedIn,medium,,
EXT_SCAM_0230,manager,Our Asia Pacific talent desk flagged your profile as a strong regional fit.,1,social_proof,initial_contact,Email,medium,very subtle,subtle_pressure
EXT_SCAM_0231,manager,This vacancy has a 3-year waiting list through normal channels. You're getting priority access.,1,social_proof,qualification,WhatsApp,medium,very subtle,subtle_pressure
EXT_LEGIT_0232,manager,"Hi Chathura, interview reminder for tomorrow at 2:30 via Zoom with PwC Sri Lanka. Join 5 minutes early please.",0,,offer_announcement,Email,medium,,
EXT_SCAM_0233,recruiter,Clearance fee INR 2000 through our partner processing center.,1,urgency,payment_request,SMS,high,obvious,background_check
EXT_SCAM_0234,attacker,canada job visa processing lkr 5000 through our immigration partner.,1,"social_proof,urgency",payment_request,SMS,high,obvious,visa_scam
EXT_SCAM_0235,manager,Not everyone gets this direct outreach — your profile genuinely stood out.,1,social_proof,initial_contact,WhatsApp,low,very subtle,subtle_pressure
EXT_SCAM_0236,attacker,WhatsApp group join task. LKR 15000 per group. Unlimited.,1,"social_proof,urgency",initial_contact,Email,medium,medium,quick_task
EXT_SCAM_0237,recruiter,earning LKR 1500 per hour is possible this work. easy phone job.,1,social_proof,initial_contact,Instagram,medium,medium,high_hourly
EXT_SCAM_0238,recruiter,UK care home job. Visa sponsorship + processing fee USD 300 via agent.,1,"social_proof,urgency",payment_request,Instagram,high,obvious,visa_scam
EXT_LEGIT_0239,hr,"Hi Akash, as part of onboarding we need your NIC and bank account for payroll setup. Use only https://careers.wso2.com/apply for security.",0,,offer_announcement,Email,low,,
EXT_LEGIT_0240,manager,bro Virtusa selected u for Project Manager 🎉 formal letter in email today.,0,,document_request,LinkedIn,medium,,
EXT_SCAM_0241,recruiter,We conduct pre-screening so our clients only interview pre-approved candidates.,1,social_proof,initial_contact,WhatsApp,low,very subtle,subtle_pressure
EXT_LEGIT_0242,manager,"Hi Nisha, quick update — your profile is still in consideration at HNB. Senior review meeting tomorrow. Expect news by Thursday.",0,,qualification,WhatsApp,low,,
EXT_SCAM_0243,recruiter,Compliance registration fee INR 2000 required before joining.,1,urgency,payment_request,WhatsApp,high,obvious,document_fee
EXT_LEGIT_0244,recruiter,"Hi Oshadi, please complete your onboarding forms at https://onboard.virtusa.com before your start date. NIC and bank details needed for payroll.",0,,offer_announcement,SMS,medium,,
EXT_SCAM_0245,recruiter,We've worked with this employer for 9 years. They trust our judgment on candidates.,1,social_proof,qualification,Email,low,very subtle,subtle_pressure
EXT_SCAM_0246,attacker,akka telegram task group daily earn SGD 50. join and do simple task.,1,"social_proof,urgency",initial_contact,Telegram,medium,medium,quick_task
EXT_SCAM_0247,attacker,sir the document fee is LKR 4500 through authorized agent only.,1,urgency,payment_request,Instagram,medium,obvious,background_check
EXT_LEGIT_0248,hr,welcome to 99X Technology family Isuri! 🎉 onboarding email on its way.,0,,offer_announcement,Email,medium,,
EXT_LEGIT_0249,manager,decision coming this friday Isuri. fingers crossed for u 🤞,0,,follow_up,WhatsApp,low,,
EXT_LEGIT_0250,hr,bro Sysco LABS ref check done. offer letter coming tmrw check email.,0,,document_request,WhatsApp,medium,,
EXT_LEGIT_0251,hr,hi Harshi — r u ok with hybrid? 3 days office 2 wfh. Cambio Software asking.,0,,follow_up,WhatsApp,medium,,
EXT_SCAM_0252,attacker,Abu Dhabi hotel housekeeping job. Visa fee AED 800 through agency.,1,"social_proof,urgency",payment_request,WhatsApp,high,obvious,visa_scam
EXT_LEGIT_0253,hr,"Hi Chathura, technical assessment via HireVue link sent to your email. Complete before Friday — time cannot be extended.",0,,initial_contact,Email,low,,
EXT_SCAM_0254,recruiter,bro $300 per hour from home. just rating stuff online.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_SCAM_0255,recruiter,Social media work from home. PHP 1200 per hour.,1,social_proof,initial_contact,SMS,medium,medium,high_hourly
EXT_LEGIT_0256,manager,hi pls complete hackerrank test — link in email. closes friday.,0,,follow_up,SMS,low,,
EXT_SCAM_0257,recruiter,SGD 500 per hour social media work. No qualifications.,1,social_proof,initial_contact,Email,medium,medium,high_hourly
EXT_LEGIT_0258,manager,"Hi Pradeep, Nilantha here from NDB Bank. Found your work through a referral — impressive background. We have a Business Analyst opening I think fits you well.",0,,document_request,WhatsApp,low,,
EXT_SCAM_0259,recruiter,click ads online $500 per click. 50 click per day. easy phone work.,1,"social_proof,urgency",initial_contact,Email,medium,medium,quick_task
EXT_SCAM_0260,recruiter,Remote data entry — SGD 200 per hour. No experience.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_SCAM_0261,attacker,PHP 500 per hour online work. No skills required.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0262,recruiter,Online rating job. PHP 500 per review. Work from anywhere.,1,social_proof,initial_contact,Email,medium,medium,high_hourly
EXT_LEGIT_0263,recruiter,"Hi Tharaka, please find the attached offer letter for the Cloud Architect position at Dialog Axiata. Salary as discussed. Please review and revert by Friday.",0,,qualification,LinkedIn,low,,
EXT_SCAM_0264,attacker,qatar job visa + medical lkr 6000 through partner agency. standard process.,1,"social_proof,urgency",payment_request,WhatsApp,high,obvious,visa_scam
EXT_SCAM_0265,recruiter,part time digital job lkr 15000 per day. flexible timing. phone.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0266,attacker,Product photo review task — PHP 2000 per review. Amazon products.,1,"social_proof,urgency",initial_contact,WhatsApp,medium,medium,quick_task
EXT_SCAM_0267,recruiter,whatsapp group join task lkr 3000 per group unlimited daily.,1,"social_proof,urgency",initial_contact,Telegram,medium,medium,quick_task
EXT_LEGIT_0268,hr,hey Rajesh — decision this friday. team liked ur profile. fingers crossed 🤞,0,,follow_up,Email,medium,,
EXT_LEGIT_0269,manager,Reference check stage — please share 2 professional references via our secure HR portal. No need to contact them in advance.,0,,offer_announcement,LinkedIn,low,,
EXT_SCAM_0270,recruiter,Onboarding deposit USD 50. Refunded in full after probation period.,1,urgency,payment_request,Instagram,medium,obvious,document_fee
EXT_LEGIT_0271,hr,"Hello Amaya, saw your profile on TopJobs — your experience caught our attention. We have a Software Engineer opening at Arimac Lanka. Interested?",0,,document_request,LinkedIn,low,,
EXT_SCAM_0272,recruiter,shopee rating task php 500 per product rating. very simple la.,1,"social_proof,urgency",initial_contact,Instagram,medium,medium,quick_task
EXT_SCAM_0273,manager,Our firm was ranked top recruitment agency in South Asia for 2023 and 2024.,1,social_proof,qualification,Email,medium,very subtle,subtle_pressure
EXT_LEGIT_0274,manager,"Hi Arjun, for SLIC insurance enrollment, please upload NIC copy and beneficiary details to https://careers.lseg.com this week.",0,,document_request,Telegram,medium,,
EXT_LEGIT_0275,hr,Welcome to 99X Technology Rizna! Start date confirmed. IT will set up your laptop — collect from reception on day one.,0,,follow_up,WhatsApp,low,,
EXT_SCAM_0276,recruiter,inr 3000 per task online job. simple. no exp needed.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_SCAM_0277,recruiter,The employer requires confidentiality — that's why this isn't publicly listed.,1,social_proof,qualification,WhatsApp,low,very subtle,subtle_pressure
EXT_LEGIT_0278,recruiter,"Hi Nethmi, the assignment is a short system design task. You'll receive the brief by email. Submission deadline is end of next week.",0,,initial_contact,SMS,low,,
EXT_LEGIT_0279,manager,Congratulations Kumar! 99X Technology is delighted to bring you on board as Backend Engineer. Offer letter attached. Start date tentatively 15th of next month.,0,,offer_announcement,Email,low,,
EXT_SCAM_0280,recruiter,PHP 1000 per hour digital marketing task. Phone only. No experience.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_LEGIT_0281,manager,"Dear Priya, thank you for applying to Accenture Lanka. Interview scheduled for Thursday 9:00 — in person at our Colombo office. Calendar invite to follow.",0,,follow_up,WhatsApp,low,,
EXT_SCAM_0282,attacker,INR 3000 per day online tasks. No skills required.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_LEGIT_0283,manager,"Hi Kavya, as part of background check could you provide 2 professional references with email addresses? Submit via https://hr.dialog.lk/portal",0,,offer_announcement,SMS,medium,,
EXT_SCAM_0284,recruiter,Earn USD 100 per session. Product rating from mobile.,1,social_proof,initial_contact,Instagram,medium,medium,high_hourly
EXT_SCAM_0285,recruiter,Background verification fee LKR 2500 through our authorized processing center.,1,urgency,payment_request,WhatsApp,high,obvious,equipment_deposit
EXT_SCAM_0286,recruiter,anna lkr 5000 per hour online. work from home. no qualifications.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_SCAM_0287,recruiter,earn inr 1500 daily from home. copy paste work. easy.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0288,attacker,AED 500 daily online work. Simple tasks. Own schedule.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0289,attacker,bahrain job placement. visa fee lkr 4500. pay to proceed with ur file.,1,"social_proof,urgency",payment_request,SMS,high,obvious,visa_scam
EXT_SCAM_0290,recruiter,australia farm placement. visa fee usd 150 via registered partner agency.,1,"social_proof,urgency",payment_request,WhatsApp,high,obvious,visa_scam
EXT_SCAM_0291,recruiter,hi earn SGD 100 daily 2hr work only. part time.,1,social_proof,initial_contact,SMS,medium,medium,high_hourly
EXT_SCAM_0292,attacker,Instagram follow task. AED 200 per follow. 200 follows daily limit.,1,social_proof,initial_contact,WhatsApp,medium,medium,quick_task
EXT_SCAM_0293,recruiter,Work permit fee USD 100 — paid to immigration representative.,1,urgency,payment_request,WhatsApp,medium,obvious,background_check
EXT_LEGIT_0294,recruiter,hi Mohamed — panel was impressed. moving to final round with cto.,0,,document_request,SMS,medium,,
EXT_SCAM_0295,recruiter,This employer has a no-interview policy for candidates we recommend directly.,1,social_proof,qualification,Telegram,low,very subtle,subtle_pressure
EXT_SCAM_0296,hr,Training registration fee LKR 1500. Pay to confirm enrollment in next batch.,1,urgency,payment_request,Telegram,high,obvious,visa_scam
EXT_SCAM_0297,recruiter,Malaysia hotel job. Work permit + medical fee LKR 7500 via agent.,1,"social_proof,urgency",payment_request,WhatsApp,high,obvious,visa_scam
EXT_SCAM_0298,recruiter,"Our Singapore-based firm has placed 2,000+ professionals across Asia Pacific.",1,social_proof,qualification,Telegram,medium,very subtle,subtle_pressure
EXT_LEGIT_0299,manager,"Hi Harshi, Emma here. We'd like you to complete a 2-hour coding assessment on HackerRank. Invite sent to your email. Complete within 5 days.",0,,initial_contact,LinkedIn,low,,
EXT_SCAM_0300,recruiter,Remote work available — LKR 2500 per hour. Phone or laptop.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_SCAM_0301,attacker,sister this work pays LKR 4500 per day no experience needed.,1,social_proof,initial_contact,SMS,medium,medium,high_hourly
EXT_SCAM_0302,attacker,online earn LKR 2500 per hour no target no boss.,1,social_proof,initial_contact,SMS,medium,medium,high_hourly
EXT_SCAM_0303,attacker,SGD 50 per task set. Work from home. 3–4 sets daily possible.,1,social_proof,initial_contact,Instagram,medium,medium,high_hourly
EXT_SCAM_0304,hr,sit deposit SGD 500 — refund given after 90 days employment.,1,urgency,payment_request,SMS,medium,obvious,equipment_deposit
EXT_SCAM_0305,attacker,LKR 3500 per completed task. Work from mobile anytime. Daily pay.,1,social_proof,initial_contact,SMS,medium,medium,high_hourly
EXT_SCAM_0306,hr,Canada construction job. Work permit application fee CAD equivalent LKR 2000.,1,"social_proof,urgency",payment_request,Instagram,high,obvious,visa_scam
EXT_SCAM_0307,recruiter,php 1000 per task no experience just phone. daily payment.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0308,hr,equipment deposit LKR 12000 required. refunded after 6 months.,1,urgency,payment_request,SMS,high,obvious,background_check
EXT_LEGIT_0309,manager,"Hi Chathura, excited to have you join Sampath Bank! Reporting time on Monday is 9am to our Colombo office. Bring originals of NIC and certificates.",0,,offer_announcement,WhatsApp,low,,
EXT_SCAM_0310,recruiter,Our Canada partner company is expanding. They asked for quality candidates only.,1,social_proof,qualification,WhatsApp,medium,very subtle,subtle_pressure
EXT_LEGIT_0311,hr,"Hi Roshan, I'm Ajith from Hsenid Business Solutions HR. We'd like to invite you for an interview on Wednesday at PM via Google Meet. Please confirm.",0,,offer_announcement,Telegram,low,,
EXT_SCAM_0312,attacker,Social media job in Bahrain — AED 200 per hour. Remote.,1,social_proof,initial_contact,Instagram,medium,medium,high_hourly
EXT_SCAM_0313,recruiter,Kuwait driver job confirmed. Visa processing LKR 6000 via partner agent.,1,"social_proof,urgency",payment_request,Instagram,high,obvious,visa_scam
EXT_SCAM_0314,hr,Registration fee INR 1500 for training enrollment. Standard charge.,1,urgency,payment_request,Telegram,high,obvious,equipment_deposit
EXT_SCAM_0315,attacker,Twitter/X follow task. USD 200 per account followed. Phone only.,1,"social_proof,urgency",initial_contact,Telegram,medium,medium,quick_task
EXT_SCAM_0316,recruiter,Our SLA with this employer guarantees interviews within 48 hours for shortlisted candidates.,1,social_proof,initial_contact,Instagram,low,very subtle,subtle_pressure
EXT_SCAM_0317,recruiter,We only reach out when we're confident. Your profile justified the contact.,1,social_proof,qualification,WhatsApp,low,very subtle,subtle_pressure
EXT_SCAM_0318,recruiter,Rate Google Maps businesses. LKR 3500 per review. Unlimited tasks available.,1,social_proof,initial_contact,SMS,medium,medium,quick_task
EXT_SCAM_0319,manager,Our team was impressed by your background. Very few candidates reach this stage directly.,1,social_proof,initial_contact,Email,medium,very subtle,subtle_pressure
EXT_SCAM_0320,attacker,Singapore construction contract. Work permit fee SGD 500 through our agency.,1,"social_proof,urgency",payment_request,WhatsApp,high,obvious,visa_scam
EXT_SCAM_0321,recruiter,Earn LKR 7500 per hour from home. No experience needed.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_LEGIT_0322,hr,hi Isuri ur cv was shortlisted at HNB. call pannalama this week?,0,,qualification,Email,low,,
EXT_LEGIT_0323,manager,"Hasitha, assessment link sent. The test covers data structures and system design. Time limit 90 minutes. Complete by next Monday.",0,,follow_up,LinkedIn,medium,,
EXT_SCAM_0324,recruiter,INR 3000 per day work from home. Simple form filling. Phone-based.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_LEGIT_0325,hr,"hi Chathura, onboarding docs: upload NIC and cert to https://careers.99x.io before start date.",0,,qualification,WhatsApp,medium,,
EXT_SCAM_0326,recruiter,easy work daily earn LKR 3500. no skill needed. home job.,1,social_proof,initial_contact,Email,medium,medium,high_hourly
EXT_SCAM_0327,recruiter,LKR 2000 per hour data entry work. Phone only. Daily payment.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_LEGIT_0328,recruiter,"Onboarding docs needed: NIC copy, A/L or degree certificate, passport photo. Upload to portal — link sent separately by IT.",0,,offer_announcement,LinkedIn,medium,,
EXT_LEGIT_0329,recruiter,"Hello Amaya, Calcey Technologies is expanding and looking for a Project Manager. Your background on TopJobs stood out. Would you be interested in an intro call?",0,,document_request,SMS,medium,,
EXT_SCAM_0330,recruiter,PHP 3000 per task. 15 tasks daily. Work from mobile only.,1,social_proof,initial_contact,Email,medium,medium,high_hourly
EXT_SCAM_0331,attacker,Online work from home. USD 500 per completed session.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_LEGIT_0332,recruiter,hi Isuri final round confirmed. Wednesday 9:00 via Zoom.,0,,document_request,LinkedIn,low,,
EXT_SCAM_0333,attacker,placement deposit LKR 15000 deducted from first salary on joining.,1,urgency,payment_request,SMS,high,obvious,direct_payment
EXT_SCAM_0334,attacker,YouTube like task — PHP 800 per like. Do 100 likes = PHP 300000.,1,"social_proof,urgency",initial_contact,Email,medium,medium,quick_task
EXT_SCAM_0335,recruiter,Home-based typing job. LKR 20000 per day for simple data entry.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_SCAM_0336,attacker,ecommerce work from home php 800 per task very easy just phone,1,social_proof,initial_contact,Instagram,medium,medium,high_hourly
EXT_SCAM_0337,recruiter,Our Dubai office referred your profile to us as a potential match for their senior opening.,1,social_proof,initial_contact,SMS,low,very subtle,subtle_pressure
EXT_SCAM_0338,recruiter,Shopee/Lazada product rating task. PHP 2000 per rating. Simple work.,1,"social_proof,urgency",initial_contact,Email,medium,medium,quick_task
EXT_SCAM_0339,recruiter,Candidates we contact directly skip the initial screening. You're already past that stage.,1,social_proof,qualification,Telegram,low,very subtle,subtle_pressure
EXT_SCAM_0340,attacker,LKR 2000 per day online task. Simple work. Daily bank transfer.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_LEGIT_0341,hr,"Following our negotiation call, NDB Bank is pleased to revise the offer to LKR 40000. This is our best position.",0,,initial_contact,Telegram,medium,,
EXT_SCAM_0342,attacker,Product review job. SGD 50 per review. Phone based.,1,social_proof,initial_contact,SMS,medium,medium,high_hourly
EXT_SCAM_0343,recruiter,akka LKR 10000 per day online. no qualification. daily cashout.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_LEGIT_0344,recruiter,thambi ur references cleared. offer uploading today. check portal.,0,,document_request,Email,medium,,
EXT_SCAM_0345,attacker,machan 20000 per hour la. phone work only. no exp needed.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_SCAM_0346,attacker,document attestation aed 200 via certified agent. very standard.,1,urgency,payment_request,WhatsApp,medium,obvious,direct_payment
EXT_LEGIT_0347,recruiter,"Hi Harshi, next step is a take-home technical assessment. Invitation coming from our HR system — check your email including spam. Complete by Friday.",0,,initial_contact,WhatsApp,medium,,
EXT_LEGIT_0348,manager,hi Nuwan tech test result — passed! HR will call in 2 days.,0,,offer_announcement,WhatsApp,medium,,
EXT_SCAM_0349,manager,Your experience puts you in the top 2% of candidates we've assessed this year.,1,social_proof,qualification,WhatsApp,low,very subtle,subtle_pressure
EXT_SCAM_0350,recruiter,Background check fee AED 150 through authorized UAE agent.,1,urgency,payment_request,SMS,medium,obvious,equipment_deposit
EXT_SCAM_0351,recruiter,work from mobile earn SGD 150 per hour. super easy.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_LEGIT_0352,recruiter,hi Isuru pls complete the assessment link — sent to ur email. closes friday.,0,,follow_up,WhatsApp,low,,
EXT_LEGIT_0353,recruiter,"Hi Isuru, onboarding confirmed. Please complete the digital HR forms at https://careers.ndbbank.lk/onboarding before your first day.",0,,qualification,SMS,low,,
EXT_LEGIT_0354,hr,"Akash, can you make Wednesday at 11:00 for a 45-minute session with our engineering team on Google Meet?",0,,offer_announcement,WhatsApp,low,,
EXT_SCAM_0355,attacker,USD 150 per hour for remote data processing. Flexible schedule.,1,social_proof,initial_contact,Instagram,medium,medium,high_hourly
EXT_SCAM_0356,attacker,$300 per session product review work. Mobile or PC. Own hours.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_SCAM_0357,manager,Our UK client specifically requested profiles with your background.,1,social_proof,initial_contact,WhatsApp,medium,very subtle,subtle_pressure
EXT_SCAM_0358,recruiter,Your profile was flagged as priority by our senior headhunting team.,1,social_proof,initial_contact,Telegram,low,very subtle,subtle_pressure
EXT_SCAM_0359,attacker,Part-time home job. LKR 1500 per day. Simple mobile tasks.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_LEGIT_0360,hr,hi Kumar — quick call tomorrow? 15 mins max. about the Sales Executive role.,0,,qualification,LinkedIn,low,,
EXT_SCAM_0361,recruiter,Remote product review — $300 per review. Phone based.,1,social_proof,initial_contact,Telegram,medium,medium,high_hourly
EXT_SCAM_0362,attacker,file processing fee lkr 2000 to start official employer correspondence.,1,urgency,payment_request,Instagram,high,obvious,background_check
EXT_SCAM_0363,attacker,Follow Instagram accounts and get paid PHP 500 per follow. Cashout daily.,1,social_proof,initial_contact,WhatsApp,medium,medium,quick_task
EXT_SCAM_0364,recruiter,Join our Telegram task group. Complete simple tasks. USD 150 daily.,1,social_proof,initial_contact,Instagram,medium,medium,quick_task
EXT_SCAM_0365,attacker,Qatar construction project hiring. Visa + medical fee QAR 500 via agency.,1,"social_proof,urgency",payment_request,SMS,high,obvious,visa_scam
EXT_SCAM_0366,recruiter,Work from mobile. PHP 1200 per day. Rating and reviewing.,1,social_proof,initial_contact,SMS,medium,medium,high_hourly
EXT_LEGIT_0367,manager,"For your employee file, LSEG Technology HR requires: NIC copy, educational certificates, and a passport photo. Submit through the onboarding portal only.",0,,offer_announcement,LinkedIn,low,,
EXT_SCAM_0368,attacker,Remote part-time role — AED 500 per hour. No office. Phone work.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0369,attacker,$$200 per day for social media work. Phone only. No skills.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0370,attacker,Training registration USD 300. Pay to confirm your enrollment.,1,urgency,payment_request,WhatsApp,high,obvious,document_fee
EXT_SCAM_0371,recruiter,We've successfully placed over 800 Sri Lankans in Kuwait over the past 5 years.,1,social_proof,qualification,SMS,medium,very subtle,subtle_pressure
EXT_LEGIT_0372,recruiter,Following our verbal offer — the written letter for HR Business Partner at CodeGen International has been prepared. Kindly upload signed copy to https://careers.99x.io,0,,document_request,LinkedIn,medium,,
EXT_SCAM_0373,attacker,Online work for Singapore-based company. AED 500 per hour.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0374,recruiter,Home-based job INR 1000 per day. Simple data entry.,1,social_proof,initial_contact,Instagram,medium,medium,high_hourly
EXT_SCAM_0375,attacker,Trustpilot review task. USD 100 per review. Work from home.,1,"social_proof,urgency",initial_contact,WhatsApp,medium,medium,quick_task
EXT_SCAM_0376,attacker,compliance fee usd 50 required. standard charge. refundable.,1,urgency,payment_request,WhatsApp,high,obvious,direct_payment
