msg_id,speaker,text,label,tactic,stage,platform,urgency,subtlety_level,scam_subtype,tactic_urgency,tactic_fomo,tactic_sunk_cost,tactic_social_proof
SCAM_0238,recruiter,✅ Your interview slot confirmation link: rb.gy/1wy1c — please click and select your preferred time. Link expires tonight so don't delay. 🔐,1,urgency,initial_contact,SMS,medium,obvious,suspicious_link,1,0,0,0
SCAM_0239,recruiter,Background check: LKR 2500 via our agent. Refundable.,1,urgency,document_request,WhatsApp,medium,obvious,background_check,1,0,0,0
SCAM_0240,recruiter,👇 For your employee profile please send a clear photo of your NIC — front and back — to this number. HR system closes at 5pm so please send urgently.,1,social_proof,document_request,Email,medium,medium,nic_request,0,0,0,1
SCAM_0241,manager,"Your documents are ready for processing. A clearance fee of LKR 2500 is required to authenticate and submit. This is a government-mandated charge, not our commission.",1,urgency,payment_request,LinkedIn,high,medium,document_fee,1,0,0,0
LEGIT_0242,recruiter,"Hi Nadeesha, apologies for the cold message — I know these can feel intrusive. I'm David from Nations Trust Bank's talent acquisition team. I came across your profile on LinkedIn and ur background in the field stood out, particularly your experience and the type of projects you've worked on. We currently have an opening for a backend developer role that I think aligns very closely with your trajectory. This is a direct hire position — not a vendor role. If you're open to a very casual 10-minute chat just to understand if there's a potential fit, I'd love to connect. No pressure if the timing isn't right.",0,,initial_contact,Email,low,,,0,0,0,0
SCAM_0243,recruiter,📢 You already cleared 2 rounds. Don't lose this now over 1500. 🔐,1,"fomo,sunk_cost,urgency",sunk_cost_followup,SMS,high,medium,sunk_cost,1,1,1,0
LEGIT_0244,hr,"Dear Sameera, John Keells Holdings offer letter is ready for your review. Base salary, EPF/ETF, and leave policy are on page 2. Reply to confirm acceptance.",0,,qualification,Instagram,medium,,,0,0,0,0
LEGIT_0245,manager,"hi nilufar, we're really excited to have you joining dialog axiata! your start date of the 1st is confirmed. on your first day, please report to our colombo office by 9:00 am — just ask for ajith at reception and they'll take you through the morning orientation. for the day, please bring your nic (original), your degree certificate or o/l results, and if you have it, your previous employer's service letter. lunch is provided on the first day. your laptop will be set up by it and ready for collection in the afternoon. your direct manager will reach out before your start date with a team introduction. see you soon!!",0,,offer_announcement,LinkedIn,low,,,0,0,0,0
LEGIT_0246,hr,"Hi Thilini, apologies for the cold message — I know these can feel intrusive. I'm Supun from PwC Sri Lanka's talent acquisition team. I came across ur profile on a referral from our network and your background in the field stood out, particularly your experience and the type of projects you've worked on. We currently have an opening for a solutions architect role that I think aligns very closely with your trajectory. This is a direct hire position — not a vendor role. If you're open to a very casual 10-minute chat just to understand if there's a potential fit, I'd love to connect. No pressure if the timing isn't right.",0,,initial_contact,LinkedIn,low,,,0,0,0,0
SCAM_0247,hr,Offer letter is ready. Access it here: rb.gy/n53jz — log in with your email address. Review and digitally sign to confirm.,1,,offer_announcement,WhatsApp,medium,medium,suspicious_link,0,0,0,0
LEGIT_0248,recruiter,"Hi Piyumi, we're pleased to extend a formal offer for the Software Engineer position at MillenniumIT ESP. salary thinala and benefits as discussed. Pls review the attached letter and revert by end of this week.",0,,offer_announcement,LinkedIn,medium,,,0,0,0,0
LEGIT_0249,recruiter,"🔔 Hi Chathura, salary discussion update: the band for this role is LKR 8000–23000. We can position you at the top given your experience. ⚠️",0,,offer_announcement,Email,low,,,0,0,0,0
LEGIT_0250,manager,"Dear Isuri, SLT-Mobitel offer letter is ready for ur review. Base salary, EPF/ETF, and leave policy are on page 2. Reply to confirm acceptance.",0,,offer_announcement,WhatsApp,low,,,0,0,0,0
SCAM_0251,attacker,"hi roshan, checking in — heard you were looking for a change.",1,fomo,qualification,Telegram,medium,very subtle,subtle_pressure,0,1,0,0
SCAM_0252,hr,"Work from mobile. Rate products, earn LKR 4500 per session.",1,social_proof,initial_contact,WhatsApp,high,very subtle,high_hourly,0,0,0,1
SCAM_0253,hr,📢 Security deposit LKR 5000 for work laptop. Fully refunded in 3 months.,1,urgency,payment_request,Instagram,medium,medium,equipment_deposit,1,0,0,0
LEGIT_0254,manager,"Hi Samira, I spoke with our HR director and the hiring manager regarding your compensation expectation. After some internal discussion, Accenture Lanka is able to revise the offer to LKR 6000 fixed per month, with a performance-linked bonus of up to 20% annually based on KPIs. Benefits remain as previously outlined — medical for yourself and immediate family, transport allowance, and 21 days annual leave. We also discussed your request for an early performance review and can commit to a formal review at the 6-month mark with salary adjustment effective from that date. Please let me know if this works for you and we'll have the revised offer letter ready.",0,,offer_announcement,WhatsApp,low,,,0,0,0,0
SCAM_0255,recruiter,you already cleared 2 rounds. don't lose this now over 3000!,1,"fomo,sunk_cost,urgency",sunk_cost_followup,Telegram,high,very subtle,sunk_cost,1,1,1,0
SCAM_0256,manager,"🎉 Hi, we've set up your personalized candidate profile on our recruitment portal. Please click the following link to complete your registration and submit your documents: tinyurl.com/fy89zcc. The process takes about 5 minutes — you'll need to fill in your personal details, upload your NIC, and confirm your availability. This link is unique to your application and expires after 24 hours. Once your profile is complete, our HR team will review it within the same day and send your offer confirmation. Please complete as soon as possible as your slot is currently reserved but not yet secured. ⚠️",1,"social_proof,urgency",initial_contact,SMS,medium,medium,suspicious_link,1,0,0,1
LEGIT_0257,recruiter,"hi shanika, formal offer sent. let us know if you have questions.",0,,offer_announcement,Instagram,low,,,0,0,0,0
LEGIT_0258,recruiter,"Hi Nuwan, hope you're doing well. Following our discussion, Exiqon Systems is pleased to formally extend an offer for the Project Manager role. The offer letter has been uploaded to your candidate portal at portal.millenniumitesp.com. Please review the compensation, probation terms, and benefits outlined in section 3. If there's anything you'd like to discuss before signing — particularly around the start date or notice period — feel free to reach out. We'd like to have your signed acceptance back by next Friday. Looking forward to having you on the team.",0,,offer_announcement,WhatsApp,low,,,0,0,0,0
SCAM_0259,attacker,📢 Online crypto trading assistant vacancy. You deposit USDT 200 as working capital — company doubles it. Withdraw profits daily. ✅,1,social_proof,payment_request,SMS,high,medium,crypto_recruiter,0,0,0,1
SCAM_0260,hr,Deposit 5000 LKR by tonight to confirm ur slot. Send to +94 76 815 8395.,1,urgency,payment_request,WhatsApp,high,obvious,direct_payment,1,0,0,0
SCAM_0261,hr,"💼 Hi, our payroll team is now setting up the salary disbursement file for all new joiners starting next month. To ensure your first salary is transferred without delay, we need the following: your bank account number, bank name, branch, and account holder name as it appears on the account. A photo of your passbook front page would also help confirm the details. Please send these to this number or reply here. Payroll processing closes this Friday so we need it before then.",1,urgency,document_request,LinkedIn,high,obvious,bank_details,1,0,0,0
SCAM_0262,hr,"social media task: like and follow accounts, earn php 1500 per task. 10 tasks daily = php 12000. cashout daily. join our team.",1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly,0,0,0,1
SCAM_0263,hr,🔔 Remote crypto analyst role. Initial stake USDT 300 required. 🙏,1,social_proof,payment_request,WhatsApp,medium,very subtle,crypto_recruiter,0,0,0,1
SCAM_0264,hr,You're selected for the UK posting. Seat booking deposit LKR 6000 required before 5pm. Refundable after joining.,1,urgency,urgency_pressure,Email,medium,medium,direct_payment,1,0,0,0
LEGIT_0265,hr,"Hi Zara, salary thinala discussion update: the band for this role is LKR 6000–21000. We can position you at the top given your experience.",0,,follow_up,WhatsApp,low,,,0,0,0,0
LEGIT_0266,hr,"Hi Meera, Amy from Calcey Technologies. Saw ur profile on TopJobs. Have an opening that fits. Interested?",0,,initial_contact,Email,low,,,0,0,0,0
LEGIT_0267,manager,"hey chamari, fcode labs here. ur profile caught our attention. got a role u might like!",0,,initial_contact,Email,low,,,0,0,0,0
LEGIT_0268,manager,"Hi Pratheek, CodeGen International team is still deciding. Hoping to come back to you this week.",0,,follow_up,Email,low,,,0,0,0,0
SCAM_0269,recruiter,🎉 6-digit code from your phone — send here to activate your offer. 📩,1,social_proof,document_request,SMS,high,very subtle,otp_share,0,0,0,1
SCAM_0270,manager,Flash task available: LKR 3500 for 30 mins work. FAST.,1,social_proof,initial_contact,Email,high,medium,quick_task,0,0,0,1
LEGIT_0271,recruiter,"Hi Arjun, hope you're doing well. Following our discussion, Pearson Lanka is pleased to formally extend an offer for the Marketing Executive role. The offer letter has been uploaded to ur candidate portal at talent.jkh.lk. Please review the compensation, probation terms, and benefits outlined in section 3. If there's anything you'd like to discuss before signing — particularly around the start date or notice period — feel free to reach out. We'd like to have your signed acceptance back by next Friday. Looking forward to having you on the team.",0,,qualification,SMS,low,,,0,0,0,0
SCAM_0272,hr,📢 Today only task: LKR 3500 for completing a short data entry form. Estimated 40–45 minutes. Only 8 openings left. Confirm to get the link. 📩,1,urgency,initial_contact,LinkedIn,high,medium,quick_task,1,0,0,0
LEGIT_0273,manager,"Hi Malik, I spoke with our HR director and the hiring manager regarding your compensation expectation. After some internal discussion, Brandix is able to revise the offer to LKR 3000 fixed per month, with a performance-linked bonus of up to 20% annually based on KPIs. Benefits remain as previously outlined — medical for yourself and immediate family, transport allowance, and 21 days annual leave. We also discussed your request for an early performance review and can commit to a formal review at the 6-month mark with salary adjustment effective from that date. Pls let me know if this works for you and we'll have the revised offer letter ready.",0,,follow_up,Email,low,,,0,0,0,0
SCAM_0274,hr,Offer letter is ready. Access it here: tinyurl.com/ys4f9ck — log in with ur email address. Review and digitally sign to confirm.,1,,offer_announcement,Telegram,medium,medium,suspicious_link,0,0,0,0
SCAM_0275,hr,"Hi, as part of our identity verification and compliance process, all candidates are requird to submit a biometric enrollment photo before their offer is finalized. This involves taking a clear selfie while holding ur National Identity Card — ensure both your face and both sides of the NIC are visible in the photo. This is processed by our verification partner and is a mandatory requirement imposed by our overseas client as part of their compliance framework. Please send the photo to 071 5388143 and our HR team will acknowledge receipt within 30 minutes. Your data is handled under strict privacy protocols.",1,"social_proof,urgency",document_request,WhatsApp,medium,medium,selfie_id,1,0,0,1
LEGIT_0276,recruiter,"Hello Nuwan, Priya here from KPMG Sri Lanka. Saw your experience on TopJobs — impressive. We have a senior finance executive opening. Quick 15-minute intro call this week?",0,,initial_contact,WhatsApp,low,,,0,0,0,0
SCAM_0277,attacker,Hi Sajith. Our team saw your profile. You available to talk?,1,fomo,initial_contact,WhatsApp,low,very subtle,subtle_pressure,0,1,0,0
LEGIT_0278,manager,"Hi Rizna, welcome to Sysco LABS! Your start date is this coming Monday. Please report to our Matara office at 9am. Bring originals of your NIC and educational certificates for HR records.",0,,offer_announcement,Email,low,,,0,0,0,0
SCAM_0279,hr,"Hi Lahiru, I want to have an honest conversation with you. You've invested three weeks in this process — you passed the interview, submitted your documents, completed the background check. Your file is literally sitting at the Singapore employer's desk. The only thing standing between you and this opportunity is the final administrative fee of LKR 4500. I understand it might feel like a lot right now, but consider what you stand to gain — a salary that's 3–4x what you earn here, overseas experience, stability. Don't let the last step undo everything you've already done. I'm here to help you get across the finish line.",1,"sunk_cost,urgency",sunk_cost_followup,SMS,high,very subtle,sunk_cost,1,0,1,0
SCAM_0280,recruiter,Final step — seat deposit LKR 3500 to DataTask Hub agent. Many candidates waiting. don't na delay or slot will be reallocated.,1,"fomo,sunk_cost",payment_request,WhatsApp,high,medium,direct_payment,0,1,1,0
SCAM_0281,recruiter,Verification selfie needed: face + NIC card. Send to +94 77 896 4953.,1,social_proof,document_request,Telegram,medium,medium,selfie_id,0,0,0,1
SCAM_0282,recruiter,Government requirement: overseas income tax ID. Registration through our agent — LKR 7500. Without this your employer cannot process salary.,1,"social_proof,urgency",payment_request,WhatsApp,high,medium,tax_registration,1,0,0,1
SCAM_0283,hr,"👇 Hi, we have openings for work-from-home data entry operators across Sri Lanka. The job involves entering product information from scanned documents into our digital system — simple copy-paste work. Pay is LKR 12000 per completed session, and most operators complete 3–4 sessions per day. To create your operator account, we need your NIC photo (front and back) and a selfie for verification. Once your account is approved — usually within a few hours — you can start immediately and withdraw earnings daily. Reply here or WhatsApp your documents to register. 📩",1,"social_proof,urgency",initial_contact,WhatsApp,medium,medium,data_entry_typing,1,0,0,1
LEGIT_0284,recruiter,"Hi Samira, salary discussion update: the band for this role is LKR 3000–18000. We can position you at the top given your experience.",0,,offer_announcement,LinkedIn,low,,,0,0,0,0
LEGIT_0285,manager,"Dear Malik, Accenture Lanka offer letter is ready for your review. Base salary, EPF/ETF, and leave policy are on page 2. Reply to confirm acceptance.",0,,offer_announcement,SMS,low,,,0,0,0,0
LEGIT_0286,recruiter,welcome roshan! onboarding confirmed for this coming monday. your employee id and system access will be ready from day one. it team will set up your laptop — collect from reception.,0,,offer_announcement,WhatsApp,low,,,0,0,0,0
SCAM_0287,attacker,Today only task: LKR 2000 for completing a short data entry form. Estimated 40–45 minutes. Only 8 openings left. confirm karunaa to get the link.,1,urgency,initial_contact,Email,high,obvious,quick_task,1,0,0,0
LEGIT_0288,hr,"👇 Hi Madushi, apologies for the cold message — I know these can feel intrusive. I'm Kasun from Sysco LABS's talent acquisition team. I came across your profile on a referral from our network and your background in the field stood out, particularly your experience and the type of projects you've worked on. We currently have an opening for a marketing lead role that I think aligns very closely with your trajectory. This is a direct hire position — not a vendor role. If you're open to a very casual 10-minute chat just to understand if there's a potential fit, I'd love to connect. No pressure if the timing isn't right.",0,,initial_contact,LinkedIn,low,,,0,0,0,0
SCAM_0289,attacker,"📲 Hi Nuwanthi, I want to have an honest conversation with you. You've invested three weeks in this process — you passed the interview, submitted your documents, completed the background check. Your file is literally sitting at the Canada employer's desk. The only thing standing between you and this opportunity is the final administrative fee of LKR 8000. I understand it might feel like a lot right now, but consider what you stand to gain — a salary that's 3–4x what you earn here, overseas experience, stability. Don't let the last step undo everything you've already done. I'm here to help you get across the finish line. ✅",1,"sunk_cost,urgency",sunk_cost_followup,WhatsApp,high,medium,sunk_cost,1,0,1,0
SCAM_0290,attacker,Criminal clearance required. Cost LKR 15000 through our officer.,1,urgency,document_request,Email,high,very subtle,background_check,1,0,0,0
SCAM_0291,manager,✅ Embassy has confirmed a slot for your Kuwait visa. You need to pay LKR 15000 before appointment date. Government fee — we cannot waive it. ✅,1,urgency,urgency_pressure,WhatsApp,high,medium,visa_scam,1,0,0,0
LEGIT_0292,recruiter,"Hi Thisuri, I wanted to follow up personally after last week's panel interview. The feedback from the team was genuinely positive — your experience and problem-solving approach stood out. The decision is currently with the business unit head and we're waiting on final sign-off before extending the offer. I know waiting is frustrating and I appreciate your patience. I'm expecting to have an update by end of this week at the latest. If anything changes before then I'll reach out immediately. Please feel free to check in if you'd like an update before then.",0,,follow_up,WhatsApp,low,,,0,0,0,0
SCAM_0293,manager,"Your UK visa application has progressed to the final stage. The embassy requires a processing charge of LKR 2000 for the visa endorsement and stamp. This is collected by their authorized representative — not by our office directly. Please note that missing this payment by 5pm today will forfeit your appointment slot and you will have to restart the process from the beginning, which takes an additional 4–6 weeks. Payment details: 071 4950023. Kindly send receipt immediately after transfer.",1,urgency,payment_request,Telegram,high,medium,visa_scam,1,0,0,0
LEGIT_0294,hr,"Hi Rizna, offer letter attached. Please review and confirm by Friday.",0,,qualification,Email,medium,,,0,0,0,0
SCAM_0295,recruiter,NIC photo required for verification. Front and back please.,1,social_proof,document_request,SMS,medium,medium,nic_request,0,0,0,1
SCAM_0296,attacker,🎉 For your employee profile please send a clear photo of your NIC — front and back — to this number. HR system closes at 5pm so please send urgently. 🙏,1,social_proof,document_request,LinkedIn,medium,medium,nic_request,0,0,0,1
LEGIT_0297,recruiter,"Hi Imasha, we're really excited to have you joining KPMG Sri Lanka! Your start date of next Tuesday is confirmed. On your first day, please report to our Kurunegala office by 9:00 AM — just ask for Amy at reception and they'll take you through the morning orientation. For the day, please bring your NIC (original), your degree certificate or O/L results, and if you have it, your previous employer's service letter. Lunch is provided on the first day. Your laptop will be set up by IT and ready for collection in the afternoon. Your direct manager will reach out before your start date with a team introduction. See you soon!",0,,offer_announcement,Email,low,,,0,0,0,0
LEGIT_0298,hr,"Hi Sajith, Exiqon Systems team is still deciding. Hoping to come back to you this week.",0,,follow_up,Email,low,,,0,0,0,0
LEGIT_0299,manager,"Hi Mohamed, we're really excited to have you joining Calcey Technologies! Your start date of this coming Monday is confirmed. On your first day, please report to our Wattala office by 9:00 AM — just ask for Tharaka at reception and they'll take you through the morning orientation. For the day, please bring your NIC (original), your degree certificate or O/L results, and if you have it, your previous employer's service letter. Lunch is provided on the first day. Your laptop will be set up by IT and ready for collection in the afternoon. Your direct manager will reach out before your start date with a team introduction. See you soon!",0,,offer_announcement,LinkedIn,low,,,0,0,0,0
SCAM_0300,attacker,⚡ For your employee profile please send a clear photo of your NIC — front and back — to this number. HR system closes at 5pm so please send urgently. 💰,1,social_proof,document_request,WhatsApp,medium,very subtle,nic_request,0,0,0,1
SCAM_0301,manager,"Hi Dinesh, checking in — heard you were looking for a change.",1,fomo,qualification,Telegram,medium,very subtle,subtle_pressure,0,1,0,0
LEGIT_0302,recruiter,"Hi Isuri, hope you're doing well. Following our discussion, Creative Software is pleased to formally extend an offer for the Business Analyst role. The offer letter has been uploaded to your candidate portal at onboard.virtusa.com. Please review the compensation, probation terms, and benefits outlined in section 3. If there's anything you'd like to discuss before signing — particularly around the start date or notice period — feel free to reach out. We'd like to have your signed acceptance back by next Friday. Looking forward to having you on the team.",0,,qualification,WhatsApp,low,,,0,0,0,0
LEGIT_0303,hr,"Hi Hasitha, following up — decision expected by Friday. Will update u.",0,,follow_up,LinkedIn,low,,,0,0,0,0
LEGIT_0304,recruiter,"Hi Roshani, I spoke with our HR director and the hiring manager regarding your compensation expectation. After some internal discussion, PwC Sri Lanka is able to revise the offer to LKR 3000 fixed per month, with a performance-linked bonus of up to 20% annually based on KPIs. Benefits remain as previously outlined — medical for yourself and immediate family, transport allowance, and 21 days annual leave. We also discussed your request for an early performance review and can commit to a formal review at the 6-month mark with salary adjustment effective from that date. Please let me know if this works for you and we'll have the revised offer letter ready.",0,,offer_announcement,WhatsApp,low,,,0,0,0,0
SCAM_0305,attacker,📲 To prepare your appointment letter we need your NIC. Please WhatsApp front and back photos to +94 77 567 8324. Needed today. ⚠️,1,"social_proof,urgency",document_request,WhatsApp,medium,very subtle,nic_request,1,0,0,1
SCAM_0306,hr,"Mandatory 2-day training, LKR 2500 registration. Starts Monday.",1,urgency,qualification,LinkedIn,medium,very subtle,training_fee,1,0,0,0
SCAM_0307,hr,Seat confirmation LKR 10000 — send today or slot goes to next person.,1,"fomo,urgency",urgency_pressure,LinkedIn,medium,very subtle,direct_payment,1,1,0,0
SCAM_0308,hr,"Nimasha, the role was listed internally before going external. You got shortlisted externally — that's rare. Don't miss it.",1,fomo,initial_contact,WhatsApp,medium,very subtle,subtle_pressure,0,1,0,0
LEGIT_0309,manager,"hi lahiru, formal offer sent. let us know if you have questions!",0,,qualification,Telegram,low,,,0,0,0,0
LEGIT_0310,hr,Welcome Isuru! Onboarding confirmed for Monday. Your employee ID and system access will be ready from day one. IT team will set up your laptop — collect from reception.,0,,offer_announcement,Email,low,,,0,0,0,0
SCAM_0311,hr,Online form filling. Register with NIC + selfie. Immediate start.,1,,document_request,LinkedIn,high,medium,data_entry_typing,0,0,0,0
SCAM_0312,attacker,Easy task — follow IG pages earn PHP 800 per 100. Daily payout.,1,social_proof,initial_contact,Email,high,medium,high_hourly,0,0,0,1
LEGIT_0313,hr,"Hi Imasha, apologies for the cold message — I know these can feel intrusive. I'm Rohan from Virtusa's talent acquisition team. I came across your profile on your CV on our portal and your background in the field stood out, particularly your experience and the type of projects you've worked on. We currently have an opening for a QA engineer role that I think aligns very closely with your trajectory. This is a direct hire position — not a vendor role. If you're open to a very casual 10-minute chat just to understand if there's a potential fit, I'd love to connect. No pressure if the timing isn't right.",0,,initial_contact,WhatsApp,low,,,0,0,0,0
LEGIT_0314,recruiter,"Hi Pratheek, we're pleased to extend a formal offer for the Software Engineer position at IronOne Technologies. Salary and benefits as discussed. Please review the attached letter and revert by end of this week.",0,,offer_announcement,Email,low,,,0,0,0,0
LEGIT_0315,hr,"📲 Hi Nuwanthi, ZeroPoint Technologies team is still deciding. Hoping to come back to you this week. 🔐",0,,follow_up,Telegram,low,,,0,0,0,0
LEGIT_0316,hr,Welcome to PwC Sri Lanka Roshani! Start date confirmed: this coming Monday. HR will be in touch.,0,,offer_announcement,LinkedIn,low,,,0,0,0,0
LEGIT_0317,hr,"Hi Arjun, we're really excited to have you joining Phoenix Industries! Your start date of 15th of this month is confirmed. On your first day, please report to our Gampaha office by 9:00 AM — just ask for Amy at reception and they'll take you through the morning orientation. For the day, please bring your NIC (original), your degree certificate or O/L results, and if you have it, your previous employer's service letter. Lunch is provided on the first day. Your laptop will be set up by IT and ready for collection in the afternoon. Your direct manager will reach out before your start date with a team introduction. See you soon!",0,,offer_announcement,Email,low,,,0,0,0,0
LEGIT_0318,hr,"Hi Amaya, we reviewed your counter-offer with the management. Mobitel can go up to LKR 1500 with a 6-month early review. Would that work for you?",0,,follow_up,Email,low,,,0,0,0,0
SCAM_0319,hr,deposit 8000 lkr by tonight to confirm ur slot. send to 071 6100419.,1,urgency,urgency_pressure,WhatsApp,medium,very subtle,direct_payment,1,0,0,0
SCAM_0320,hr,"as part of the final documentation for your singapore placement, a police clearance certificate is mandatory — required by the employer as well as immigration authorities. our authorized agent handles this process directly with the colombo crimes division on behalf of applicants. the processing fee is lkr 7500, which covers the application, fast-track processing, and courier of the certificate. clearance is typically completed in 3–5 working days. please arrange payment to +94 77 397 7170 and inform us. we'll start the process immediately.",1,urgency,document_request,Email,medium,very subtle,background_check,1,0,0,0
LEGIT_0321,hr,"Hi Meera, hope you're doing well. Following our discussion, HNB is pleased to formally extend an offer for the UX Designer role. The offer letter has been uploaded to your candidate portal at hr.mas.com/onboard. Please review the compensation, probation terms, and benefits outlined in section 3. If there's anything you'd like to discuss before signing — particularly around the start date or notice period — feel free to reach out. We'd like to have your signed acceptance back by next Friday. Looking forward to having you on the team.",0,,qualification,WhatsApp,low,,,0,0,0,0
SCAM_0322,manager,online form filling. register with nic + selfie. immediate start!,1,,document_request,Telegram,high,very subtle,data_entry_typing,0,0,0,0
LEGIT_0323,recruiter,"✅ Welcome aboard Dilshan! First day this coming Monday, Colombo office. Casual dress.",0,,offer_announcement,WhatsApp,low,,,0,0,0,0
LEGIT_0324,hr,"Hi Malik, apologies for the cold message — I know these can feel intrusive. I'm Ajith from SLT-Mobitel's talent acquisition team. I came across your profile on TopJobs and ur background in the field stood out, particularly your experience and the type of projects you've worked on. We currently have an opening for a backend developer role that I think aligns very closely with your trajectory. This is a direct hire position — not a vendor role. If you're open to a very casual 10-minute chat just to understand if there's a potential fit, I'd love to connect. No pressure if the timing isn't right.",0,,initial_contact,Email,low,,,0,0,0,0
SCAM_0325,attacker,"📲 Hi, an important update regarding your Qatar placement. The Inland Revenue Department requires all Sri Lankans employed overseas to register for an overseas income tax identification number before salary disbursement can begin. Our agent is registered to process this on your behalf for a fee of LKR 7500. The registration typically takes 3–5 working days and the number will be issued directly to you. Without this registration, your employer's finance team cannot set up the international salary transfer. Please confirm so we can initiate the process immediately. 🙏",1,urgency,payment_request,SMS,medium,obvious,tax_registration,1,0,0,0
SCAM_0326,manager,Document processing fee LKR 7500. Pay to our agent today.,1,urgency,payment_request,SMS,high,medium,document_fee,1,0,0,0
SCAM_0327,manager,Work-from-home crypto signal analyst. Starting deposit USDT 100 — refundable from first month's profit. Daily ROI 3–8%.,1,social_proof,payment_request,LinkedIn,high,medium,crypto_recruiter,0,0,0,1
SCAM_0328,attacker,🔔 KYC check — photo of you holding your national ID card please. ⚠️,1,social_proof,document_request,WhatsApp,high,medium,selfie_id,0,0,0,1
SCAM_0329,manager,"Tax ID registration 7500 LKR. One-time, via our approved agent.",1,urgency,payment_request,WhatsApp,medium,very subtle,tax_registration,1,0,0,0
LEGIT_0330,recruiter,"Hi Chathura, Chamari from HNB here. Quick update — your profile is still very much in consideration. Senior review meeting is tomorrow. Hoping to have news for you by Thursday.",0,,follow_up,SMS,medium,,,0,0,0,0
SCAM_0331,recruiter,"💼 Hi Sanduni, I want to have an honest conversation with you. You've invested three weeks in this process — you passed the interview, submitted your documents, completed the background check. Your file is literally sitting at the Abu Dhabi employer's desk. The only thing standing between you and this opportunity is the final administrative fee of LKR 3000. I understand it might feel like a lot right now, but consider what you stand to gain — a salary that's 3–4x what you earn here, overseas experience, stability. Don't let the last step undo everything you've already done. I'm here to help you get across the finish line. 🙏",1,"sunk_cost,urgency",sunk_cost_followup,WhatsApp,high,medium,sunk_cost,1,0,1,0
LEGIT_0332,manager,"Hi Mohamed, apologies for the cold message — I know these can feel intrusive. I'm Carlos from Hsenid Business Solutions's talent acquisition team. I came across your profile on a referral from our network and your background in the field stood out, particularly your experience and the type of projects you've worked on. We currently have an opening for a solutions architect role that I think aligns very closely with your trajectory. This is a direct hire position — not a vendor role. If you're open to a very casual 10-minute chat just to understand if there's a potential fit, I'd love to connect. No pressure if the timing isn't right.",0,,initial_contact,WhatsApp,low,,,0,0,0,0
LEGIT_0333,manager,Offer for Data Analyst at Dialog Axiata is ready. Check your email.,0,,qualification,Email,medium,,,0,0,0,0
SCAM_0334,hr,"Hi Tharindu, our UK client has approved ur profile. As part of the placement process, a refundable deposit of LKR 6000 is required to hold your postion until documentation is completed. Many candidates are in queue — this deposit secures your priority. Payment to 071 3305742, send screenshot to confim.",1,fomo,urgency_pressure,WhatsApp,high,medium,direct_payment,0,1,0,0
SCAM_0335,attacker,"hi chathura, i remember you mentioned wanting to move on from your current role. this opportunity is exactly what you described — remote, good package, growth track. i've been pushing for your profile for two weeks and got approval yesterday. i just need your confirmation before i submit the final shortlist this afternoon. no commitment yet, just a yes so i don't have to replace your slot with another candidate.",1,fomo,initial_contact,Telegram,medium,very subtle,subtle_pressure,0,1,0,0
LEGIT_0336,recruiter,"Hi Roshan, I'm Hiruni from Calcey Technologies. Came across your profile on ur CV on our portal and think your background aligns well with a product designer role we're filling. Would you be open to hearing more?",0,,initial_contact,Email,low,,,0,0,0,0
SCAM_0337,recruiter,"Hi Nilufar, I remember you mentioned wanting to move on from your current role. This opportunity is exactly what you described — remote, good package, growth track. I've been pushing for your profile for two weeks and got approval yesterday. I just need your confirmation before I submit the final shortlist this afternoon. No commitment yet, just a yes so I don't have to replace your slot with another candidate.",1,fomo,qualification,WhatsApp,medium,very subtle,subtle_pressure,0,1,0,0
SCAM_0338,recruiter,"Hi Rashmila, I want to have an honest conversation with you. You've invested three weeks in this process — you passed the interview, submitted your documents, completed the background check. Your file is literally sitting at the Singapore employer's desk. The only thing standing between you and this opportunity is the final administrative fee of LKR 2500. I understand it might feel like a lot right now, but consider what you stand to gain — a salary that's 3–4x what you earn here, overseas experience, stability. Don't let the last step undo everything you've already done. I'm here to help you get across the finish line.",1,"sunk_cost,urgency",sunk_cost_followup,Telegram,high,medium,sunk_cost,1,0,1,0
SCAM_0339,hr,"Pasindu, the role was listed internally before going external. You got shortlisted externally — that's rare. Don't miss it.",1,fomo,initial_contact,Telegram,low,very subtle,subtle_pressure,0,1,0,0
LEGIT_0340,hr,"Hi Tharindu, Emma from Logicare Systems here. Quick update — your profile is still very much in consideration. Senior review meeting is tomorrow. Hoping to have news for you by Thursday.",0,,follow_up,Telegram,medium,,,0,0,0,0
LEGIT_0341,recruiter,"Hi Ananya, following up — decision expected by Friday. Will update u.",0,,follow_up,SMS,low,,,0,0,0,0
SCAM_0342,recruiter,Remote crypto analyst role. Initial stake USDT 50 required.,1,social_proof,payment_request,WhatsApp,high,medium,crypto_recruiter,0,0,0,1
SCAM_0343,manager,Government requirement: overseas income tax ID. Registration through our agent — LKR 4500. Without this your employer cannot process salary.,1,"social_proof,urgency",payment_request,WhatsApp,medium,medium,tax_registration,1,0,0,1
LEGIT_0344,manager,"Hi Rukshila, ur start is the 1st. Collect laptop from reception 9am.",0,,offer_announcement,SMS,low,,,0,0,0,0
LEGIT_0345,hr,Offer for Software Engineer at Virtusa is ready. Check your email.,0,,offer_announcement,Email,medium,,,0,0,0,0
