msg_id,speaker,text,label,tactic_urgency,tactic_fomo,tactic_sunk_cost,tactic_social_proof,has_tactic,tactic_clean,stage,platform,urgency
197,recruiter,"Hey [CANDIDATE_NAME], I'm getting in touch about your application on Indeed for the Remote Transcription Specialist job with AudioScript Ltd. I'm in charge of hiring, and the quality team has approved your test submission. Welcome to the pool! Our payment supplier charges a $15 startup fee to cover Payoneer integration, which is how you may activate your freelancer account on our platform. This is normal for all transcriptionists around the world, and we now have more than 200 working in Asia. As soon as you activate your account, you will be given your first project. You can pay with [PAYMENT_LINK] and sign up with [CANDIDATE_EMAIL]. Once your account is live, Payoneer processes payouts every week.",1,0,0,1,1,1,"sunk_cost,social_proof",extraction,Indeed,3
198,hr,"Villa Management Group is hiring right away for hotel jobs in the Maldives 4. Available jobs:' Server ' Attendant for Housekeeping' Help in the kitchen Pay: $400 to $600 a month, plus room and board One-year contract (may be renewed) ?? Only 8 people will be chosen for this intake because there is so much interest. Important: Each candidate must pay a refundable LKR 15,000 deposit before they may get their medical and work permits processed. When you go to the Maldives, you will get this full sum back. Only serious applications. WhatsApp CV: [RECRUITER_PHONE] Email: [HR_EMAIL] [HR_NAME] is the HR Manager.",1,1,0,1,0,1,"sunk_cost,urgency",extraction,ikman,5
199,recruiter,"Hello [CANDIDATE_NAME], the NovaBridge Digital talent team says hello. I'm happy to let you know that your profile is in the top 15 out of 380 applicants for the Social Media Executive post on Indeed following our first screening. We ask that you take a short test as the next step. This is a compensated micro-project. Anyone who scores higher than 70% will get EUR 20, no matter who is chosen. There is a EUR 25 enrollment charge for the assessment platform, therefore the net cost is very low. The chosen individual will start working full-time for EUR 2,200 a month. There are only four spots left for this assessment batch, which ends on [DATE]. You can finish the enrollment process at [PAYMENT_LINK]. Once it's confirmed, you'll get your login information within minutes so you can get started.",1,0,1,1,0,1,"sunk_cost,fomo",screening,Indeed,3
200,recruiter,"Dear [CANDIDATE_NAME], thank you for contacting us regarding the Security Officer vacancy in Qatar advertised on ikman.lk. This is to confirm your NIC [NIC_NUMBER] has been verified and your profile approved by our GCC partner agency ?? The position offers QAR 1,400/month with accommodation. To proceed with your GAMCA medical booking, there is a LKR 6,500 pre-departure processing fee covering police clearance apostille and employer registration requirements. Three candidates from your area have already completed this step last week and their visa processing has started. As batch submission is closing on [DATE], we kindly request confirmation before then. Please transfer to People's Bank [ACCOUNT_NUMBER] and share the receipt via WhatsApp to [RECRUITER_PHONE] so we can proceed with your application.",1,1,0,1,1,1,"sunk_cost,social_proof,urgency",extraction,ikman,4
201,recruiter,"Hi [CANDIDATE_NAME], Thanks for using TopJobs to apply for the Finance Executive job. I'm [RECRUITER_NAME], the HR Manager at Pinnacle Holdings Pvt Ltd. We looked over your CV and put you on the list for the second round. We need to finish a reference check with HRVerify Lanka before we can move on. The normal price is LKR 2,500, which the candidate pays up advance and gets back in their first month's paycheck, according to our new policy. We need this done by [DATE] COB so that we may go forward without delay, as your interview is on [DATE]. Please send the money to Nations Trust Bank at [ACCOUNT_NUMBER] and send the receipt to [HR_EMAIL]. I hope you can join us for the next round.",1,1,0,1,0,1,"sunk_cost,urgency",interview,topjobs,4
202,hr,"Hi [CANDIDATE_NAME], this is [HR_NAME] from Trident Holdings Lanka. We reviewed your application on TopJobs for Senior Executive Operations and pleased to inform you that you have been selected from 78 applicants ?? As per company policy, all new appointments require an LKR 10,000 performance bond. This is held in staff welfare fund and returned after completion of one year service or if resignation given with proper notice. This practice has been followed since 2019 and all 34 permanent staff completed this without issue. Your appointment letter is already prepared from our side. Please transfer to Commercial Bank [ACCOUNT_NUMBER] and send receipt to [HR_EMAIL]. Once confirmed, we will release your offer letter same day.",1,0,0,1,1,1,"sunk_cost,social_proof",extraction,topjobs,3
203,recruiter,"Following your first interview for the IT Executive role via TopJobs, I'm [RECRUITER_NAME], Senior Recruiter at TalentAxis Lanka. The client ' a leading FMCG group ' has shortlisted you for the final round together with one other strong candidate ?? To proceed, the client has requested completion of a short IT skills certification through SLIIT Digital (LKR 3,000), which is used to finalise selection between shortlisted candidates. The other candidate has already completed the booking and the window is closing today. If you are interested to proceed, you may pay via [PAYMENT_LINK] or transfer to BOC [ACCOUNT_NUMBER]. I can hold your slot for the next 2 hours. Please contact me on [RECRUITER_PHONE] once done so I can confirm your booking.",1,1,1,1,0,1,"sunk_cost,fomo,urgency",interview,topjobs,5
204,recruiter,"Senior HR Executive ' Colombo 7 ' [COMPANY_NAME] Pvt Ltd Salary: LKR 90,000 ' 110,000 We are an expanding HR consultancy currently looking for a Senior HR Executive. CIPM qualification will be an added advantage. Important: All applicants are required to complete registration via our Candidate Portal. A one-time LKR 500 verified registration fee applies, which is fully refunded upon shortlisting. This process is used to ensure only committed candidates enter our recruitment pipeline. You may apply via [COMPANY_WEBSITE] or send your CV to [HR_EMAIL] with subject SHR-2025. Interviews are scheduled to begin on [DATE]. Applications will close as soon as the position is filled, so early submission is recommended.",1,1,0,1,0,1,"sunk_cost,urgency",screening,topjobs,4
205,hr,"Dear [CANDIDATE_NAME], greetings from Stellar Corporate Solutions. You applied for our Management Trainee programme via TopJobs and happy to inform you have been shortlisted by the panel ?? The MT programme offers LKR 60,000/month in Year 1 and increases to LKR 85,000 in Year 2, one of the well-recognised programmes in Colombo. As part of the intake, all trainees are required to contribute LKR 4,500 for training materials and toolkit. This covers industry manuals, licensed e-learning access and stationery pack (total value over LKR 8,500). Previous batches also confirmed these materials are useful during training period. Please transfer to HNB [ACCOUNT_NUMBER] before orientation date [DATE]. Once we receive the payment receipt, your slot will be confirmed.",1,0,0,1,1,1,"sunk_cost,social_proof",extraction,topjobs,3
206,recruiter,"Hi [CANDIDATE_NAME], this is [RECRUITER_NAME] from Maxwell Recruitment. We saw your TopJobs profile and feel you are a good match for a Business Analyst role with a Colombo-based MNC, salary around LKR 150,000+ ?? Right now we have 5 shortlisted candidates for 2 positions. To move your profile to client HR side, there is a small LKR 1,200 profile submission fee. This is for our SmartHire Pro system we use for candidate processing. Other 4 candidates already completed this step. Client expecting final files by [DATE], so pls let me know today if you want to proceed. You can transfer to Sampath Bank [ACCOUNT_NUMBER] and share receipt here once done ??",1,0,1,1,1,1,"sunk_cost,social_proof,fomo",screening,topjobs,3
207,recruiter,"Following up on your profile we submitted ' this is from SuccessPath Recruitment (TopJobs premium agency). good news, the bank client already selected you for Credit Analyst role ?? before finalising offer, their compliance team asking for CRIB Enhanced Report (not the normal one), fee LKR 3,750. this checks all active credit lines under your name. usually we pay from our side and recover later, but now finance team under audit so cannot advance payments. pls complete directly via [PAYMENT_LINK] and share the report with us. once we receive, we can finalise your offer and confirm start date [DATE]. if any issue call [RECRUITER_PHONE].",1,1,0,1,0,1,"sunk_cost,urgency",extraction,topjobs,4
208,hr,"Following your application for Accountant Payables via TopJobs ' this is [HR_NAME] from Gemstone Lanka Holdings HR team. your profile already reviewed and approved by Finance Director ?? you are now 1 of 4 final candidates. before scheduling your interview on [DATE], all candidates need to complete a LKR 2,000 professional integrity verification through LankaPay HR module (new requirement from Jan 2025 for finance roles). 3 candidates already completed this step. pls make payment via LankaPay to [HR_EMAIL] or transfer to Pan Asia Bank [ACCOUNT_NUMBER]. without this HR cannot confirm your interview slot. kindly update today once done ??",1,0,1,1,1,1,"sunk_cost,social_proof,fomo",interview,topjobs,4
209,recruiter,"Quick update on your TopJobs application ' this is from MegaCorp Holdings recruitment team. good news, you are the preferred candidate for Brand Manager role LKR 185,000/month ?? panel wants to move fast as another strong candidate also in final stage. to release your offer letter today, our PeopleHR Cloud system needs a LKR 6,000 activation bond. this step activates your contract and company email, and amount will be refunded in month-1 salary. process already approved by HR Director [HR_NAME]. pls settle before 3PM today via People's Bank [ACCOUNT_NUMBER] and share confirmation. once I see it, I will release your offer immediately ??",1,1,1,1,0,1,"sunk_cost,urgency,fomo",extraction,topjobs,5
210,recruiter,"before issuing your contract, their legal compliance partner requires a LKR 5,000 confidentiality bond. this is kept in escrow due to sensitive client work, and will be fully returned after your first year. previous candidates placed in this firm also followed same process and are currently working there without issue. pls transfer to Seylan Bank [ACCOUNT_NUMBER] and share receipt via WhatsApp to [RECRUITER_PHONE]. once confirmed, your appointment letter will be sent to [CANDIDATE_EMAIL] within 4 hours ?? Following up with HireFirst Lanka Pvt Ltd (a TopJobs registered agency) on your application, excellent news: our client, a law company in Colombo 1, has chosen you for the Legal Secretary role with a salary of LKR 75,000 per month. Before giving you your contract, their legal compliance partner needs a LKR 5,000 secrecy bond. Because of sensitive client work, this is kept in escrow and will be fully refunded after your first year. The same method was used for earlier individuals who were hired by this company, and they are all still working there without any problems. Please send [ACCOUNT_NUMBER] to Seylan Bank and provide a receipt to [RECRUITER_PHONE] via WhatsApp. Your appointment letter will be issued to [CANDIDATE_EMAIL] after four hours of confirmation. ??",1,0,0,1,1,1,"sunk_cost,social_proof",extraction,topjobs,3
211,hr,"Subject: Offer letter processing ' pending step Hi [CANDIDATE_NAME], Your profile has been selected for the Business Development position and we have already moved your details to the onboarding stage. Before releasing the offer letter, there is a small processing amount of LKR 4,500 required from your side. This is part of the joining procedure and will be adjusted later with your salary. We are finalizing candidates today, so try to complete this soon to avoid your slot getting passed to someone else. Bank details: Sampath Bank ' HR Solutions Lanka A/C No: 0042XXXXXXXX Once done, just send a screenshot here or reply to this email. HR Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,5
212,recruiter,"Subject: Verification step pending Hi [CANDIDATE_NAME], Your profile has been moved to the next stage, but there is a verification step that still needs to be completed. There is a fee of Rs. 2,800 for this process, and it needs to be cleared soon so your application can continue without delay. HNB Bank A/C: 0189XXXXXXXX Reply once done. Recruitment Team",1,0,0,1,1,1,"sunk_cost,social_proof",extraction,Email,4
213,other,"Subject: Training Material & Portal Access Fee - Action Required | [COMPANY_NAME] Hi [CANDIDATE_NAME], Great to connect with you! You cleared the second round of interviews with flying colours. Your trainer has been assigned, and your login credentials for our internal LMS have already been generated. We've allocated a seat for you in the upcoming Product Associate training batch starting this Friday (only 8 seats available). To hold your seat, we need you to transfer the training material fee of Rupees 3,200. This covers your printed manual, e-learning licence, and branded stationery kit. This batch fills up fast - 6 of 8 seats are already paid for. We would hate for you to miss out, especially given the two full days you spent in our assessment process. Quick Pay: Pay to [COMPANY_NAME] via People's Bank | A/C: 0037XXXXXXXX WhatsApp confirmation to [COMPANY_PHONE] after payment. Talk soon, Dinusha Wijesinghe Training Coordinator, [COMPANY_NAME]",1,0,1,1,1,1,"sunk_cost,fomo,social_proof",extraction,Email,4
214,other,"Subject: Laptop delivery on hold Hi [CANDIDATE_NAME], Your laptop is ready and was scheduled for dispatch, but it's currently on hold from the IT side. They've asked for a refundable deposit of LKR 6,000 before releasing it. Once that's done, delivery can be arranged without further delay. BOC Bank ' IT Procurement A/C: 0074XXXXXXXX Let me know after you've completed it. IT Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,5
215,hr,"Subject: Medical Clearance Levy - Final Requirement Before Joining | [COMPANY_NAME] Hello [CANDIDATE_NAME], We are delighted to inform you that [COMPANY_NAME] management has approved your appointment as Customer Service Officer - Colombo Branch. Your offer package has been finalised: • Basic Salary: Rs. 48,000/month • Transport Allowance: Rs. 3,500/month • Medical Insurance: Company-covered after probation However, we have one last step. Our group health insurance provider, AIA Lanka, requires that all new staff undergo a standard medical pre-screening. The employer contribution covers 80%, but the remaining 20% levy of Rs. 1,950 must be settled by the employee prior to the joining date. We understand this is an extra step, but all the interview rounds you've cleared and the reference checks we've done will be wasted if you're unable to proceed today. This is the last small hurdle before you are fully onboarded. Pay via Lanka QR or bank transfer to: NSB | A/C: [COMPANY_NAME] HR Fund | 0021XXXXXXXX Send your payment screenshot to [COMPANY_EMAIL] Looking forward to your first day! Kaushalya Mendis HR Manager, [COMPANY_NAME] [COMPANY_PHONE]",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,4
216,other,"Subject: Appointment letter not released yet Hi [CANDIDATE_NAME], Your appointment letter is ready, but it hasn't been issued yet due to a bond payment that needs to be cleared. This is a standard requirement for finance roles, and the amount is LKR 5,500. Once that's sorted, we can hand over the letter and move forward. Commercial Bank ' Finance Dept A/C: 0063XXXXXXXX Give a call after completing it. Finance Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,3
217,other,"Subject: ID Card & Uniform Processing Fee - Urgent | [COMPANY_NAME] Hi [CANDIDATE_NAME], We're so excited to have you joining [COMPANY_NAME] as a Sales Promoter next week! Your induction pack is ready, your branch assignment is confirmed (Kandy - City Centre), and your team leader is aware of your start date. Just one small formality: your branded uniform (x2 sets) and photo ID card need to be processed by our vendor this week. The fee for this is Rupees 2,100 and is typically deducted from the first salary, but our vendor now requires upfront payment due to a recent policy change. You've come such a long way in this process - from the walk-in interview to the group activity and the one-on-one session. It would be a shame for a Rupees 2,100 payment to undo all of that progress. Transfer to: Seylan Bank | A/C: [COMPANY_NAME] Admin | 0058XXXXXXXX WhatsApp receipt to [COMPANY_PHONE] See you Monday! Niroshi Rathnayake Admin Officer, [COMPANY_NAME]",1,1,0,1,0,1,"sunk_cost,urgency",extraction,WhatsApp,3
218,other,"Subject: Visa file update Hi [CANDIDATE_NAME], Your visa process has already started, but there is a payment needed to move it to the next stage. The amount is LKR 12,500 for documentation handling. Try to arrange this today, as the current batch is being processed and delays may affect your slot. NSB ' Lanka Immigration Services A/C: 0083XXXXXXXX Share once it's done. Immigration Team",1,1,1,1,1,1,"sunk_cost,urgency,social_proof,fomo",extraction,Email,5
219,other,"Subject: Salary account not active Hi [CANDIDATE_NAME], Your payroll account is not active yet, so salary processing can't go through. There is a fee of Rs. 1,500 from the bank side to enable it. Clear this quickly so there's no delay. PanAsia Bank ' Payroll Services A/C: 0094XXXXXXXX Update after payment. Payroll Team",1,0,1,1,1,1,"sunk_cost,social_proof,fomo",extraction,Email,4
220,hr,"Subject: Document check pending Hi [CANDIDATE_NAME], Your references and documents have been reviewed, but there is still a verification step remaining from an external service. They've requested a fee of LKR 3,750 to complete the report. Until that is done, we won't be able to close your file. Hatton National Bank A/C: 0112XXXXXXXX Let me know once you've sorted it. HR Verification Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,3
221,hr,"Subject: Welcome Kit Dispatch - Advance Collection Required | [COMPANY_NAME] Hi [CANDIDATE_NAME]! You are officially part of the [COMPANY_NAME] family 🎉 - pending one last administrative step. Your Welcome Kit has been packed and includes: branded notebook, pen set, company lanyard, employee handbook, and your signed offer letter. The courier dispatch is scheduled for tomorrow via PickMe Flash courier service. Unfortunately, our accounts team requires a Rupees 1,800 advance kit collection fee to be paid by the recipient (standard policy under our courier agreement). This is deducted from your first month's salary, but courier confirmation must happen before the package leaves our warehouse. We've been building your file for over three weeks - don't let a Rupees 1,800 formality hold you back from day one! Bank: BOC | [COMPANY_NAME] Dispatch A/C | 0027XXXXXXXX | Ref: [CANDIDATE_NIC] Confirm to [COMPANY_PHONE] after payment. Yay! See you soon! Isuri Jayakody Onboarding Team, [COMPANY_NAME]",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,3
222,other,"Subject: Training enrolment not confirmed Hi [CANDIDATE_NAME], Your name has been added for the sales training programme, but the enrolment hasn't been completed yet. There is a fee of Rs. 4,900 that needs to be settled to secure your place in this intake. They are closing the list soon, so try to sort this before that. Sampath Bank ' L&D Fund A/C: 0051XXXXXXXX Just reply after handling it. L&D Team",1,0,1,1,1,1,"sunk_cost,fomo,social_proof",extraction,Email,4
223,other,"Subject: Access setup pending for your account Hi [CANDIDATE_NAME], We have created your account for internal systems and your onboarding is already in progress. There is one pending step from IT side. Since your joining is before the next allocation, a small licence activation amount (LKR 2,750) needs to be cleared to complete access setup. Once this is done, your login details will be shared and you can proceed without delay. Bank: NSB ' IT Admin A/C: 0067XXXXXXXX Send confirmation after payment. IT Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,3
224,other,"Subject: Fidelity Bond Fee - Mandatory for Finance Role Activation | [COMPANY_NAME] Dear [CANDIDATE_NAME], Congratulations on your successful appointment as Accounts Executive at [COMPANY_NAME]. As per the Finance Act and our group's internal compliance charter, all employees in roles with access to client funds must be bonded under a Fidelity Guarantee Insurance policy. Our insurer requires an initial bond premium contribution of LKR 7,200 from the employee. We have completed the internal approval workflow (5 sign-offs including the CFO), and your employment contract has been printed and signed. The only hold is the fidelity bond activation, which cannot proceed without your premium. Please understand: if this is not resolved by this Friday, your position will be reassigned and the contract will be void - despite the significant time invested by both parties. Payment: Commercial Bank | [COMPANY_NAME] Compliance Fund | A/C: 0088XXXXXXXX | Ref: [CANDIDATE_NIC] Regards, Tharaka Senanayake Compliance Officer, [COMPANY_NAME] [COMPANY_EMAIL] | [COMPANY_PHONE]",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,4
225,recruiter,"Subject: Pre-joining checks not scheduled Hi [CANDIDATE_NAME], The client has approved your profile, but a couple of checks are still not arranged from our side. There is a combined fee of Rs. 2,150 for these, and it needs to be cleared before we can book them. HNB ' Recruitment Processing A/C: 0033XXXXXXXX Let me know once you've handled it. Recruitment Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,WhatsApp,4
226,recruiter,"Subject: Quick update on your offer Hi [CANDIDATE_NAME], Your offer is ready from our side, but there is a balance that needs to be cleared before we can release it. This is related to earlier processing done for your profile. Once this is settled, we can send your details to the client and move ahead. PanAsia Bank ' Client Escrow A/C: 0041XXXXXXXX Handle this soon so there's no delay. HR Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,4
227,other,"Subject: Delivery not confirmed yet Hi [CANDIDATE_NAME], Your home setup delivery is arranged, but it hasn't been confirmed yet from the logistics side. They've asked for a refundable amount of LKR 5,500 before releasing the shipment. If this is delayed, the delivery may be pushed back. BOC ' Logistics A/C: 0076XXXXXXXX Let me know after you've sorted it. Ops Team",1,1,1,1,0,1,"sunk_cost,urgency,fomo",extraction,Telegram,5
228,other,"Subject: Saturday session Hi [CANDIDATE_NAME], You've been added to the list for this weekend. There's a fee of LKR 2,500 linked to the session, and it needs to be cleared before they lock the attendees. Sampath Bank A/C: 0054XXXXXXXX Drop a message after handling it.",1,1,1,1,0,1,"sunk_cost,urgency,fomo",extraction,Email,3
229,recruiter,"Subject: Processing balance on your file Hi [CANDIDATE_NAME], Your placement for the Operations Coordinator role has been confirmed through [COMPANY_NAME]. During the process, our team covered some expenses on your behalf for document handling and coordination (LKR 6,200). This was done to avoid delays while finalising your profile. That amount is now reflecting as a balance on your file. Once it's sorted, we'll be able to share your details with the client company. NSB ' Reimbursement A/C A/C: 0099XXXXXXXX",1,1,0,1,0,1,"sunk_cost,urgency",extraction,WhatsApp,3
230,other,"Subject: EPF setup still not done Hey [CANDIDATE_NAME], We haven't finished setting up your EPF/ETF yet. There is still an amount of Rs. 1,750 due for the registration. After this is done, we can finish setting up. Hatton National Bank'Payments Required by Law Account number: 0047XXXXXXXX After that, you can respond here. Team for HR Benefits",1,1,0,1,0,1,"sunk_cost,urgency",extraction,WhatsApp,4
231,other,"Subject: Document processing not completed Hi [CANDIDATE_NAME], Your documents have been checked, but one attestation step is still incomplete. A balance of LKR 4,100 is pending for this. Once it's sorted, we can continue with the process. Commercial Bank ' Docs A/C A/C: 0023XXXXXXXX Drop a quick reply after. Document Team",1,1,1,1,0,1,"sunk_cost,urgency,fomo",extraction,Email,4
232,other,"Subject: Training slot not secured Hi [CANDIDATE_NAME], Your placement is almost confirmed, but the training slot hasn't been secured yet. There is a bond deposit of Rs. 5,000 that needs to be cleared so we can include you in the current intake. BOC ' Training Fund A/C: 0055XXXXXXXX Let me know once you've handled it. Training Team",1,0,1,1,1,1,"sunk_cost,social_proof,fomo",extraction,Email,4
233,other,"Subject: Access delay on your account Hi [CANDIDATE_NAME], We tried to enable your account, but it's still blocked from the backend side. There's a charge of LKR 2,200 showing against it. Once that is cleared, access should open up. NSB A/C: 0031XXXXXXXX Let me know after.",1,1,0,1,0,1,"sunk_cost,urgency",extraction,WhatsApp,4
234,recruiter,"Subject: Qatar Job Placement - Final Processing Fee Before Contract Signing | [COMPANY_NAME] Dear [CANDIDATE_NAME], Assalamu Alaikum / Good day [CANDIDATE_NAME], We are excited to confirm that your selection for the role of Civil Site Supervisor in Doha, Qatar has been approved by the employer. The monthly salary package is QAR 2,800 (approximately LKR 265,000) inclusive of accommodation and transport. To finalise your contract and schedule your medical fitness test at an approved GAMCA centre, we require a placement processing and SLBFE registration fee of Rupees 14,500. This placement has taken our team 8 weeks to negotiate, and your visa slot has been allocated. There are currently 12 other Sri Lankan candidates in the pipeline for this project - if you delay, your slot may be given to someone else. HNB | [COMPANY_NAME] Foreign Placements | 0019XXXXXXXX | Ref: [CANDIDATE_NIC] Call [COMPANY_PHONE] or email [COMPANY_EMAIL] to confirm. With regards, Mujeeb Naleem Foreign Placement Officer, [COMPANY_NAME]",1,1,1,1,1,1,"sunk_cost,urgency,fomo,social_proof",extraction,Email,5
235,hr,"Subject: Equipment dispatch not cleared Hi [CANDIDATE_NAME], Your joining is in progress, but the equipment request is still on hold. An amount of INR 4,500 is showing against this. Once it's taken care of, the dispatch can be arranged. HDFC Bank ' Equipment Security A/C: HDFC0XXXXXXX You can update here after that. HR Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,4
236,other,"Subject: Verification not completed Hi [CANDIDATE_NAME], We're still waiting on one verification before your file can be closed. There is a charge of '48 linked to this. Until it's cleared, we can't move your details ahead. Barclays Sort: 20-XX-XX A/C: 12345678 Just let me know after.",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,3
237,recruiter,"Subject: Remote setup advance before dispatch Hi [CANDIDATE_NAME], Exciting news ' you've been selected for the Digital Marketing Manager position at [COMPANY_NAME], fully remote out of Austin, TX. Your contract is signed on our end. To get your setup arranged, a MacBook Pro 14"", ring light, and desk webcam have been prepared for shipment to your address. There is a refundable logistics advance of $150 linked to this setup. Once that's taken care of, the vendor order will be released and shipping can be scheduled. The amount is returned via direct deposit within 30 days of your start date. Your Slack account has already been created ([CANDIDATE_NAME]@[COMPANY_NAME].slack.com), and the team has visibility of your onboarding. Everything is lined up ' this step just needs to be wrapped up. Zelle / ACH: [COMPANY_NAME] Equipment Advance Routing: 021XXXXXX A/C: 4XXXXXXXXX ' Cheers, Danielle Webb Talent Acquisition, [COMPANY_NAME]",1,1,1,1,0,1,"sunk_cost,urgency,fomo",extraction,Email,5
238,other,"Subject: Visa process on hold Hi [CANDIDATE_NAME], Your visa application has been submitted, but it hasn't moved forward yet from the immigration side. There is a charge of AUD 420 that needs to be cleared so they can continue processing it. ANZ ' Immigration Fund BSB: 013-XXX A/C: 8XXXXXXXX Let me know after you've taken care of it. Immigration Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,5
239,other,"Subject: Relocation setup not sent out Hello [CANDIDATE_NAME], Your relocation support is being worked on, but the vendor has not yet sent it. There is a CAD 350 deposit that is still pending. They can go ahead with the plans once everything is in order. TD Bank'Moving Services Transit: 002XXX A/C: 9XXXXXXXXXX You can make changes here after that. Moving Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,4
240,hr,"Subject: Medical clearance not done yet Hi [CANDIDATE_NAME], Your visa process is underway, but the medical check is still pending. An amount of AED 320 is required for this step. Once it's sorted, they can continue with the processing. Emirates NBD ' HR Fund IBAN: AE07XXXXXXXXXXXXXXXXXX You can reply here after that. HR Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,5
241,hr,"Subject: Work permit not finalised Hi [CANDIDATE_NAME], Your work permit is almost completed, but one payment is still pending from your side. The amount is EUR 190. Once it's taken care of, they can complete the process. Deutsche Bank IBAN: DE89XXXXXXXXXXXXXXXXXX Drop a reply after that. HR Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,4
242,recruiter,"Subject: Offer not issued yet Hi [CANDIDATE_NAME], We're still holding your offer from our side. There is an amount of MYR 650 linked to your file that needs to be cleared before we can release it. Maybank A/C: 5XXXXXXXXXX Let me know after.",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,3
243,hr,"Subject: Performance Bond Deposit - Required to Issue Appointment Letter | [COMPANY_NAME] Dear [CANDIDATE_NAME], We are writing from [COMPANY_NAME] to confirm your successful selection as Senior Accountant, Singapore. As per MOM (Ministry of Manpower) guidelines and our internal risk policy, employees in senior finance roles are required to lodge a performance bond of SGD 800 with the company's retained insurer. This is a one-time, fully-refundable deposit that is returned at the end of your first year. Your Employer Registration Number under MOM has been obtained, and your Employment Pass application is at the pre-assessment stage. A total of SGD 1,200 has already been expended by [COMPANY_NAME] on your EP processing. Failure to submit the bond deposit this week will cause the EP to be withdrawn and all expenditure to be forfeited. FAST Transfer: OCBC Bank | [COMPANY_NAME] Bond A/C | 5XXXXXXXXXX Regards, Celine Tan Wei Ling HR Operations, [COMPANY_NAME] [COMPANY_EMAIL] | [COMPANY_PHONE]",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,5
244,recruiter,"Subject: Reporting setup not completed Hi [CANDIDATE_NAME], Your joining is scheduled, but there is something still pending from the admin side. There is a charge of ZAR 850 linked to your setup, and it needs to be cleared before you can report. Standard Bank ' Uniform Fund A/C: 1XXXXXXXXXX Just let me know after you've done it. Admin Team",1,0,0,1,1,1,"sunk_cost,social_proof",extraction,Email,3
245,recruiter,"Subject: Certification requirement before contract Hi [CANDIDATE_NAME], Your profile has been accepted, but the contract hasn't been issued yet. They require a certification for this role, and the programme cost is NGN 35,000. This has to be completed before your file can move further. GTBank ' Training Account A/C: 0XXXXXXXXXX Send a quick note once this is handled. Recruitment Team",1,0,1,1,1,1,"sunk_cost,social_proof,fomo",extraction,Email,4
246,recruiter,"Subject: Contract still pending Hi [CANDIDATE_NAME], Your placement has been approved, but the contract hasn't been released yet. There is a fee of PHP 18,500 linked to the processing, and it needs to be cleared so things can move forward. BDO ' Placement Fund A/C: 0XXXXXXXXXX You can reply here once it's handled. Overseas Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,5
247,other,"Subject: Tool access not ready Hi [CANDIDATE_NAME], We haven't completed your tool setup yet, so you won't be able to start work from our side. There is a charge of INR 3,800 for this, and it needs to be cleared before access is given. UPI: tools@[COMPANY_NAME]upi Drop a note once it's sorted. Content Team",1,1,1,1,0,1,"sunk_cost,urgency,fomo",extraction,Email,4
248,hr,"Subject: Verification still open Hi [CANDIDATE_NAME], There is one verification still open on your file, so things haven't been finalised yet. It comes with a charge of '35, which needs to be cleared so they can complete it. Lloyds Bank Sort: 30-XX-XX A/C: 87654321 Send a quick reply after that. HR Team",1,1,1,1,0,1,"sunk_cost,urgency,fomo",extraction,Email,4
249,hr,"Subject: Laptop dispatch pending Hey [CANDIDATE_NAME], We're getting your dev setup ready and the laptop dispatch is in progress. There's a small handling charge of $95 from the shipping side that needs to be cleared before they release it. Once that's sorted, it should go out without delay. Zelle / Venmo: [COMPANY_NAME].devops Let me know once you've done it so we can push this through. ' Jordan DevOps Team",1,1,0,1,0,1,"sunk_cost,urgency",extraction,Email,5
