company_name,website_url,label,website_alive,valid_website,has_about,has_contact,subdomain_count,domain_length,content_length,scam_score,has_https,domain_age_days,has_privacy_policy,has_terms,has_payment_risk,has_urgency_language,content_score,is_registered,review_score,review_count,has_glassdoor,has_indeed,has_trustpilot,has_negative_reviews,has_positive_reviews,email_type_encoded,has_suspicious_tld,is_http_only,trust_score,suspicion_score
Golden Service Network,https://www.golden-service-network.io,0,1,1,0,0,1,29,884,3,1,70.0,0,1,1,0,34.57,1,0.0,0,0,0,0,0,1,1,0,0,2,3
LION BREWERY (CEYLON) PLC,https://www.lolcfinance.com,1,1,1,1,1,2,19,6430,0,1,60.0,1,0,0,0,0.0,1,0.23,5,0,0,0,1,0,1,0,0,6,1
SANASA DEVELOPMENT BANK PLC,https://www.sarvodayafinance.lk,1,1,1,0,1,2,23,4673,0,1,60.0,0,0,0,0,0.0,1,0.65,5,0,0,0,1,1,2,0,0,7,1
THE  LIGHTHOUSE  HOTEL  PLC,https://autodrome.lk,1,1,1,1,1,1,12,3652,0,1,60.0,1,1,0,0,14.13,1,0.5,10,0,0,0,0,0,2,0,0,7,0
Watch Earn Career Hub,http://www.watch-earn-career-hub.online,0,1,1,0,1,3,32,2693,5,1,52.0,1,0,1,0,15.7,0,0.0,0,0,0,0,0,0,2,1,0,3,3
Quick Marketing Earnings,http://www.quick-marketing-earnin.xyz,0,1,1,0,0,3,30,1176,3,1,14.0,0,0,1,0,32.67,1,0.0,0,0,0,0,0,0,1,0,0,2,4
Online Ad Click Part Time,https://www.online-ad-click-part-t.club,0,1,1,1,1,3,31,1204,4,0,114.0,1,1,0,0,12.79,0,0.0,0,0,0,0,0,0,1,0,1,2,5
Lanka Finance Online Earn,http://www.lanka-finance-online-e.com,0,1,1,0,1,1,30,2412,5,1,167.0,1,0,1,1,22.5,0,0.0,0,0,0,0,0,0,2,1,0,3,1
Holdings Career Hub,http://www.holdings-career-hub.net,0,1,1,0,1,1,27,1541,1,0,96.0,0,0,1,1,29.48,0,0.0,0,0,0,0,0,0,1,1,1,1,3
Lucky Service Global,https://www.lucky-service-global.site,0,1,1,0,1,2,29,3214,1,1,104.0,0,1,1,1,5.2,0,0.34,1,0,0,0,1,1,1,1,0,2,4
UNITED MOTORS LANKA PLC,https://vallibelfinance.com,1,1,1,1,1,1,19,11112,0,1,60.0,1,0,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,6,0
accenture in india,https://accenture.com,1,1,1,1,1,1,13,12038,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,5,0
Zero Risk Ventures Earn 851,http://www.zero-risk-ventures-ear.io,0,1,1,1,1,2,29,2156,4,1,91.0,1,0,0,1,30.94,1,0.25,1,0,0,0,1,0,1,1,0,1,4
coldwell banker residential brokerage,https://www.coldwellbanker.com,1,1,1,1,1,2,22,5075,0,1,60.0,0,1,0,0,24.92,1,0.5,5,0,0,0,0,0,0,0,0,6,0
Digital Bonus Network,http://www.digital-bonus-network.online,0,1,1,1,0,3,32,2970,4,0,174.0,0,1,1,1,21.13,0,0.0,0,0,0,0,0,1,1,1,1,3,3
CARGO BOAT DEVELOPMENT COMPANY PLC,https://cbd.lk,1,1,1,1,0,1,6,17173,0,1,60.0,0,0,0,0,36.04,1,0.5,15,0,0,0,0,0,2,0,0,4,0
akzonobel,https://www.akzonobel.com,1,1,1,1,1,2,17,9252,0,1,60.0,0,0,0,0,34.41,1,0.5,15,0,0,0,1,1,1,0,0,6,1
Premium Customer Services,https://www.premium-customer-servi.site,0,1,1,0,0,1,31,3509,5,1,64.0,1,0,0,1,25.74,0,0.26,2,0,0,0,1,0,1,1,0,2,2
army national guard,https://www.nationalguard.mil,1,0,1,0,0,2,21,232,0,1,60.0,0,0,0,0,9.1,1,0.5,0,0,0,0,0,0,1,0,0,2,0
Enterprise Crypto Solutions,https://www.enterprise-crypto-solu.com,0,1,1,1,0,3,30,1498,3,0,103.0,1,0,1,0,18.31,1,0.15,2,0,0,0,1,0,1,1,1,3,3
boehringer ingelheim,https://www.devex.com,1,0,1,0,0,2,13,53,0,1,60.0,0,0,0,0,18.94,1,0.5,5,0,1,0,0,0,1,0,0,3,0
Guaranteed Like Share Salary,https://www.guaranteed-like-share.info,0,1,1,1,0,2,30,1279,5,0,152.0,0,0,0,1,7.06,1,0.0,0,0,0,0,0,0,1,1,1,1,5
DANKOTUWA PORCELAIN PLC,https://www.dankotuwa.com,1,1,1,1,1,2,17,13689,0,1,60.0,1,0,0,1,59.08,1,0.22,15,0,0,0,1,0,1,0,0,6,2
HIKKADUWA BEACH RESORT PLC,https://hikkaduwabeachhotels.com,1,1,1,1,1,1,24,4271,0,1,60.0,0,0,0,0,18.39,1,0.5,0,0,0,0,0,0,1,0,0,5,0
Tourism Easy Money,https://www.tourism-easy-money.club,0,1,1,1,0,3,27,2912,5,0,76.0,1,0,1,0,23.04,0,0.27,2,0,0,0,1,0,1,1,1,3,4
Rupees Tech Daily Jobs,http://www.rupees-tech-daily-jobs.io,0,1,1,0,1,2,29,2672,5,0,145.0,1,0,1,1,14.18,0,0.0,0,0,0,0,0,0,1,1,1,2,5
CodeGen International,https://codegen.co.uk,1,1,1,1,1,2,13,15627,0,1,60.0,1,0,0,0,0.0,1,0.05,20,1,0,0,1,1,1,0,0,8,1
Zero Risk Earning Earn,http://www.zero-risk-earning-earn.biz,0,1,1,1,0,2,30,1147,2,0,145.0,1,1,0,1,24.25,1,0.32,1,0,0,0,1,0,1,1,1,1,3
Ad Click Hourly Earn Online,http://www.ad-click-hourly-earn-o.io,0,1,1,0,1,3,29,1701,2,1,31.0,0,0,1,1,10.75,0,0.24,1,0,0,0,0,0,1,1,0,2,3
siemens healthcare,https://www.siemens-healthineers.com,1,1,1,1,1,2,28,8003,1,1,60.0,0,1,0,1,0.0,1,0.5,5,0,0,0,0,0,1,0,0,6,1
Holdings Survey Jobs Online,https://www.holdings-survey-jobs-o.site,0,1,1,1,1,1,31,2175,4,0,70.0,0,0,1,1,6.88,0,0.28,1,0,0,0,1,0,1,1,1,3,3
Elite Marketing Opportunities,http://www.elite-marketing-opport.club,0,1,1,0,1,3,31,3457,2,1,146.0,0,0,1,1,14.98,0,0.0,0,0,0,0,0,0,1,1,0,4,3
Fast Referral Careers,https://www.fast-referral-careers.org,0,1,1,0,1,3,29,970,5,0,154.0,0,0,0,0,24.26,1,0.0,0,0,0,0,0,0,1,1,1,1,2
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,https://hsenidbiz.com,1,1,1,1,1,1,13,7053,0,1,60.0,0,0,0,0,25.97,1,0.74,5,0,0,0,1,1,1,0,0,6,1
liberty mutual insurance,https://www.libertymutual.com,1,1,1,1,0,2,21,5733,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,4,0
Crypto Crypto Solutions,http://www.crypto-crypto-solution.club,0,1,1,0,1,3,31,1753,3,1,14.0,1,0,1,1,21.04,1,0.28,1,0,0,0,1,0,2,1,0,3,4
Delivery Social Media Earn,https://www.delivery-social-media.biz,0,1,1,1,0,3,29,1056,3,1,41.0,0,0,0,1,6.0,0,0.0,0,0,0,0,0,0,1,1,0,1,3
Mega Cashback Consultants,https://www.mega-cashback-consulta.com,0,1,1,0,1,1,30,2799,5,1,110.0,1,0,1,1,29.74,1,0.34,2,0,0,0,1,0,2,1,0,1,3
Instant Finance Payment Lanka,https://www.instant-finance-paymen.org,0,1,1,1,0,3,30,1959,2,1,82.0,0,1,1,0,27.83,0,0.14,1,0,0,0,1,0,1,1,0,2,2
walgreens,https://photo.walgreens.com,1,1,1,1,1,2,19,15215,0,1,60.0,0,1,0,0,15.87,1,0.5,15,0,0,1,1,1,1,0,0,8,1
Retail Survey Jobs Online,https://www.retail-survey-jobs-onl.net,0,1,1,0,0,2,30,2317,5,0,136.0,0,1,1,1,18.42,1,0.0,0,0,0,0,0,0,1,1,1,2,3
LEE HEDGES PLC,https://www.lionbeer.com,1,1,1,0,0,2,16,21728,0,1,60.0,1,1,0,0,29.89,1,0.21,10,0,0,0,1,0,2,0,0,5,1
siemens,https://www.siemens.com,1,1,1,1,0,2,15,15820,0,1,60.0,0,0,0,0,14.24,1,0.5,10,0,0,0,0,0,1,0,0,4,0
Ad Click No Experience Needed,https://www.ad-click-no-experience.org,0,1,1,0,0,2,30,2820,1,1,73.0,0,1,1,1,20.07,0,0.0,0,0,0,0,0,0,2,1,0,4,2
Bright Affiliate Online,http://www.bright-affiliate-onlin.io,0,1,1,0,1,1,29,2031,5,1,118.0,0,0,0,1,20.11,1,0.12,2,0,0,0,0,0,1,1,0,1,4
Instant Income Jobs,https://www.instant-income-jobs.site,0,1,1,0,1,1,28,2515,4,0,83.0,1,1,0,1,29.67,0,0.0,0,0,0,0,0,0,1,1,1,3,3
Quick Cashback Earnings,https://www.quick-cashback-earning.online,0,1,1,1,0,3,33,3194,1,1,163.0,1,0,1,1,25.42,1,0.0,0,0,0,0,0,0,1,1,0,2,3
Import Ponzi Investments,http://www.import-ponzi-investmen.org,0,1,1,1,0,2,30,2981,2,1,62.0,1,1,1,0,8.24,0,0.0,0,0,0,0,0,1,1,1,0,2,2
adecco group,https://www.adecco-jobs.com,1,1,1,0,0,2,19,387,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,3,0
ASSOCIATED MOTOR FINANCE COMPANY PLC,,1,0,0,1,1,3,15,20259,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,2,1
Best Cashback Jobs Online,https://www.best-cashback-jobs-onl.club,0,1,1,1,1,2,31,1443,1,1,103.0,1,1,1,1,30.79,0,0.0,0,0,0,0,0,0,1,1,0,0,4
trw,https://trwaftermarket.us,1,1,1,1,1,1,17,5353,0,1,60.0,0,0,0,0,21.16,1,0.5,0,0,0,0,0,0,2,0,0,5,0
SIERRA CABLES PLC,https://www.booking.com,1,1,1,0,0,2,15,220,0,1,60.0,0,0,0,0,51.62,1,0.5,5,0,0,0,0,0,1,0,0,3,0
Watch Earn Click Jobs Daily,http://www.watch-earn-click-jobs.org,0,1,1,0,1,3,29,3452,3,0,88.0,0,0,1,1,13.24,0,0.33,2,0,0,0,1,0,1,0,1,1,2
BAIRAHA FARMS PLC,https://www.bairaha.com,1,1,1,0,1,2,15,6555,0,1,60.0,1,0,0,0,47.24,1,0.55,15,0,0,0,0,0,2,0,0,5,0
wells fargo,https://www.wellsfargo.com,1,1,1,1,0,2,18,17969,0,1,60.0,1,1,0,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,6,0
PEOPLE'S LEASING & FINANCE PLC,https://pgpglassceylon.com,1,1,1,1,0,1,18,13229,0,1,60.0,0,0,0,0,0.0,1,0.28,5,0,0,0,1,1,2,0,0,6,1
Nawaloka Hospitals PLC,https://www.nawaloka.com,1,1,1,0,0,2,16,105,0,1,60.0,0,0,0,0,42.55,1,0.47,10,0,0,0,1,1,1,0,0,4,1
Affiliate Media Lanka 489,https://www.affiliate-media-lanka.xyz,0,1,1,1,1,3,29,1491,3,1,117.0,0,0,1,0,14.04,0,0.18,1,0,0,0,1,0,1,1,0,2,3
Secret Bitcoin Method Lanka,https://www.secret-bitcoin-method.online,0,1,1,1,0,1,32,1399,4,1,63.0,0,0,1,1,23.61,0,0.31,2,0,0,0,1,0,1,1,0,4,2
Media Freelance Guaranteed,http://www.media-freelance-guaran.net,0,1,1,0,1,2,30,1798,2,1,81.0,0,1,0,1,22.27,0,0.21,2,0,0,0,1,0,2,0,0,2,4
tata consultancy services,https://www.tcs.com,1,0,1,0,0,2,11,222,0,1,60.0,0,0,0,0,38.96,1,0.11,10,1,0,0,1,1,1,0,0,4,1
Service Career Hub,https://www.service-career-hub.com,0,1,1,1,1,3,26,1479,2,0,121.0,0,0,1,1,16.87,0,0.0,0,0,0,0,0,0,2,1,1,2,4
CHEMANEX PLC,https://www.cic.lk,1,1,1,0,0,2,10,491,0,1,60.0,1,0,0,0,0.0,1,0.21,5,0,0,0,1,0,2,0,0,4,1
delta air lines,https://www.delta.com,1,0,1,0,0,2,13,119,0,1,60.0,0,0,0,0,82.39,1,0.5,0,0,0,0,0,0,1,0,0,2,0
Travel International Opportunities,https://www.travel-international-o.site,0,1,1,1,0,1,31,2390,4,0,39.0,1,1,1,1,5.95,1,0.0,0,0,0,0,0,0,1,0,1,1,4
Profit 50000 Per Month,https://www.profit-50000-per-month.online,0,1,1,1,1,2,33,3064,4,0,117.0,1,0,1,1,12.31,0,0.3,2,0,0,0,1,0,2,1,1,2,4
SEYLAN DEVELOPMENTS PLC,https://www.sierracables.com,1,1,1,1,1,2,20,39918,0,1,60.0,1,1,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,7,0
Secret Education Method Lanka,http://www.secret-education-metho.net,0,1,1,1,1,3,30,1073,2,0,107.0,0,1,1,1,31.29,0,0.27,1,0,0,0,0,0,1,1,1,1,2
dell emc,https://www.computerhope.com,1,1,1,0,1,2,20,1964,0,1,60.0,0,0,0,0,27.01,1,0.5,5,0,0,0,0,0,1,0,0,4,0
eaton,https://www.eaton.com,1,0,1,0,0,2,13,0,0,1,60.0,0,0,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,2,0
own businees,https://www.squarespace.com,1,1,1,1,1,2,19,27661,2,1,60.0,0,0,0,1,0.0,1,0.5,5,0,0,0,0,0,2,0,0,5,1
texas instruments,https://trendspider.com,1,1,1,1,1,1,15,36029,0,1,60.0,0,0,0,0,30.95,1,0.5,0,0,0,0,0,0,1,0,0,5,0
worleyparsons,https://2b1stconsulting.com,1,1,1,1,1,1,19,5880,0,1,60.0,1,0,0,0,23.29,1,0.17,5,0,0,0,1,0,1,0,0,6,1
forza silicon,https://www.forzasilicon.com,1,0,1,0,0,2,20,157,0,1,60.0,1,1,0,0,0.0,1,0.07,10,0,1,0,1,1,1,0,0,6,1
standard bank group,https://www.standardbank.com,1,1,1,1,1,2,20,30430,0,1,60.0,0,0,0,0,10.41,1,0.5,0,0,0,0,0,0,1,0,0,5,0
ge healthcare,https://www.gehealthcare.com,1,0,1,1,1,2,20,18265,0,1,60.0,1,1,0,0,0.0,1,0.55,10,0,0,0,1,1,1,0,0,8,1
CABLE SOLUTIONS PLC,https://cablesol.com,1,1,1,1,1,1,12,6899,0,1,60.0,0,0,0,0,0.0,1,0.45,10,0,0,0,1,1,2,0,0,6,1
Ad Click Easy Money,http://www.ad-click-easy-money.biz,0,1,1,0,1,3,27,2838,3,1,131.0,0,0,1,0,20.78,0,0.0,0,0,0,0,0,1,2,1,0,4,3
HARISCHANDRA MILLS PLC,https://www.harischandramills.com,1,0,1,0,0,2,25,164,0,1,60.0,0,0,0,0,35.55,1,0.18,15,0,0,0,1,0,1,0,0,2,1
L O L C HOLDINGS PLC,https://www.lvlenergyfund.lk,1,1,1,0,1,2,20,1951,0,1,60.0,1,0,0,0,18.67,1,0.24,10,0,0,0,1,0,2,0,0,5,1
jabil,https://www.jabil.com,1,1,1,1,1,2,13,23581,0,1,60.0,1,1,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,7,0
standard chartered bank,https://www.sc.com,1,1,1,0,0,2,10,41,0,1,60.0,0,0,0,0,62.79,1,0.23,5,0,0,0,1,0,1,0,0,3,1
bd,https://www.bd.com,1,0,1,1,1,2,10,12513,0,1,60.0,0,1,0,0,0.0,1,0.5,5,1,1,1,1,1,1,0,0,9,1
Instant Income Jobs 360,http://www.instant-income-jobs-36.biz,0,1,1,1,0,1,30,1816,5,1,150.0,0,1,1,1,19.3,0,0.0,0,0,0,0,0,1,2,0,0,2,4
3m health care,https://www.3m.co.uk,1,0,1,1,0,3,12,4630,0,1,60.0,1,0,0,0,13.82,1,0.5,10,0,0,0,0,0,1,0,0,4,0
Supreme Business Group,http://www.supreme-business-group.io,0,1,1,0,1,3,29,3973,1,1,158.0,0,0,1,1,15.85,0,0.23,1,0,0,0,1,0,1,1,0,2,2
usaa,https://www.usaa.com,1,1,1,1,1,2,12,3517,0,1,60.0,0,0,0,0,3.59,1,0.19,15,0,0,0,1,0,2,0,0,5,1
Affiliate Business Lanka,http://www.affiliate-business-lan.club,0,1,1,0,1,1,31,2477,4,0,128.0,1,1,0,0,11.21,0,0.0,0,0,0,0,0,0,1,1,1,2,4
Shopify,https://www.shopify.com,1,1,1,0,0,2,15,7831,0,1,60.0,1,1,0,0,39.85,1,0.21,10,0,0,0,1,0,2,0,0,5,1
Bitcoin Retail Hub,http://www.bitcoin-retail-hub.online,0,1,1,1,0,2,29,3868,1,0,157.0,1,0,1,0,23.42,0,0.0,0,0,0,0,0,0,1,0,1,3,4
NATIONS TRUST BANK PLC,https://www.nationstrust.com,1,1,1,0,0,2,20,7954,0,1,60.0,0,0,0,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,3,0
Part Time IT Guaranteed,https://www.part-time-it-guarantee.info,0,1,1,1,0,3,31,3397,5,0,32.0,1,0,0,1,14.77,0,0.0,0,0,0,0,0,0,2,0,1,3,4
"""cecaci""  centro de capacitacion comercial e industrial",https://ndangira.net,1,1,1,0,0,1,12,3360,0,1,60.0,0,0,0,0,0.0,1,0.23,5,0,0,0,1,0,1,0,0,3,1
TOKYO CEMENT COMPANY (LANKA) PLC,,1,0,0,0,0,2,16,58,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,0,1
axis bank,https://omni.axisbank.co.in,1,1,1,0,0,3,19,1,0,1,60.0,0,0,0,0,0.0,1,0.3,15,0,0,1,1,0,1,0,0,5,1
free lance,https://www.fiverr.com,1,0,1,1,1,2,14,14331,0,1,60.0,0,0,0,0,56.35,1,0.5,0,0,0,0,0,0,1,0,0,4,0
First Capital Treasuries PLC,,1,0,0,1,1,3,19,5003,0,0,60.0,0,0,0,0,0.0,0,0.5,15,0,0,1,0,0,1,0,1,3,1
Part Time Sales Guaranteed,http://www.part-time-sales-guaran.io,0,1,1,1,0,3,29,3799,2,1,43.0,0,1,0,0,27.64,1,0.0,0,1,0,0,0,0,1,1,0,1,4
Softlogic Holdings PLC,https://www.softlogic.lk,1,1,1,0,1,2,16,3293,0,1,60.0,1,0,0,0,0.0,1,0.13,5,0,1,0,1,1,2,0,0,7,1
Guaranteed Global Salary,https://www.guaranteed-global-sala.org,0,1,1,1,0,1,30,2166,1,0,44.0,1,0,0,0,31.18,0,0.0,0,0,1,0,0,0,1,1,1,1,3
Bonus Income Network,https://www.bonus-income-network.info,0,1,1,1,0,3,29,2412,1,1,99.0,0,0,1,1,27.15,1,0.0,0,0,0,0,0,0,1,1,0,3,3
apple,https://www.apple.com,1,1,1,0,1,2,13,9066,0,1,60.0,1,1,0,0,59.17,1,0.5,10,0,0,0,0,0,1,0,0,6,0
Clicking International Opportunities,http://www.clicking-international.org,0,1,1,1,1,1,30,1529,5,0,91.0,0,1,1,0,7.64,1,0.0,0,0,0,0,0,0,1,1,1,3,1
Customer No Experience Needed,http://www.customer-no-experience.org,0,1,1,1,0,3,30,3902,4,0,69.0,0,1,1,1,14.78,1,0.0,0,0,0,0,0,0,2,1,1,3,3
Reseller Watch Earn Income,http://www.reseller-watch-earn-in.xyz,0,1,1,0,0,1,30,2702,4,0,147.0,0,0,1,1,10.55,1,0.29,2,0,0,0,1,1,1,1,1,3,2
SINGER FINANCE LANKA PLC,https://www.singhehospital.com,1,1,1,1,1,2,22,3584,0,1,60.0,0,0,0,0,19.14,1,0.21,10,0,0,0,1,0,2,0,0,5,1
hsbc,https://www.hsbc.com,1,1,1,1,1,2,12,12538,0,1,60.0,1,1,0,0,0.0,1,0.5,15,0,0,0,0,0,1,0,0,7,0
primerica,https://rhinvestor.com,1,1,1,1,1,1,14,6226,0,1,60.0,1,1,0,0,22.1,1,0.17,5,0,0,0,1,0,2,0,0,7,1
Smart Digital Solutions,https://www.smart-digital-solution.info,0,1,1,1,1,1,31,2353,4,0,52.0,0,1,1,1,11.3,0,0.0,0,0,0,0,0,0,1,1,1,1,4
Review Import Earn,https://www.review-import-earn.io,0,1,1,0,1,2,25,2744,1,1,14.0,0,0,0,0,28.74,0,0.0,0,0,0,0,0,0,1,1,0,3,3
verizon wireless,https://www.verizon.com,1,1,1,1,1,2,15,12688,0,1,60.0,1,1,0,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,7,0
university of washington,https://registrar.washington.edu,1,1,1,1,1,2,24,5021,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,5,0
CARGILLS (CEYLON) PLC,https://www.cargillsceylon.com,1,0,1,0,0,2,22,13020,0,1,60.0,1,0,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,3,0
nhs,https://www.nhs.uk,1,1,1,1,0,2,10,3536,0,1,60.0,0,0,0,0,9.62,1,0.55,5,0,0,0,1,1,1,0,0,7,1
government of maharashtra,https://mumbaisuburban.gov.in,1,1,1,0,0,2,21,10571,0,1,60.0,0,0,0,0,77.66,1,0.5,5,0,0,0,1,1,2,0,0,4,1
GALLE FACE CAPITAL PARTNERS PLC,,1,0,0,1,0,2,19,29445,0,0,60.0,0,0,0,0,0.0,0,0.24,10,0,0,0,1,1,1,0,1,3,2
Reseller Review Income,http://www.reseller-review-income.io,0,1,1,0,1,2,29,3445,5,0,81.0,1,1,1,0,17.32,0,0.0,0,0,0,0,0,1,2,0,1,3,4
nhs trust,https://www.nhs.uk,1,1,1,1,0,2,10,3536,0,1,60.0,0,0,0,0,9.62,1,0.5,0,0,0,0,0,0,1,0,0,4,0
IT Click Jobs Daily,https://www.it-click-jobs-daily.net,0,1,1,0,0,3,27,1570,3,1,179.0,1,0,1,1,15.68,1,0.32,1,0,0,0,1,0,1,1,0,1,3
Reseller Online Income,http://www.reseller-online-income.biz,0,1,1,0,0,2,30,2615,1,1,168.0,0,1,1,1,25.66,0,0.25,2,0,0,0,1,0,1,1,0,3,3
staples,https://www.staples.com,1,1,1,0,0,2,15,5279,0,1,60.0,0,0,0,0,0.0,1,0.24,15,0,0,0,1,1,1,0,0,6,1
hilton worldwide,https://www.hilton.com,1,0,1,0,0,2,14,0,0,1,60.0,0,0,0,0,34.22,1,0.09,15,0,0,0,1,0,1,0,0,2,1
E-Business Global,https://www.e-business-global.biz,0,1,1,1,1,2,25,945,3,1,170.0,0,1,0,0,28.67,0,0.0,0,0,0,0,0,0,1,1,0,1,5
Dollar Business Jobs Lanka,https://www.dollar-business-jobs-l.com,0,1,1,1,1,2,30,2264,2,0,173.0,0,0,1,1,7.53,0,0.0,0,0,0,0,0,0,2,1,1,2,1
Business Passive Income,http://www.business-passive-incom.info,0,1,1,0,0,2,31,2339,2,0,146.0,1,1,1,1,24.15,1,0.0,0,0,0,0,0,0,2,1,1,3,4
Supreme Online Group,https://www.supreme-online-group.xyz,0,1,1,0,1,1,28,1898,2,0,91.0,0,1,1,1,22.52,0,0.0,0,0,0,0,0,0,2,1,1,4,3
LAUGFS GAS PLC,https://www.laugfsgas.lk,1,1,1,0,1,2,16,3552,0,1,60.0,0,0,0,0,24.15,1,0.5,0,0,0,0,0,0,1,0,0,4,0
John Keells Holdings PLC,https://www.keells.com,1,1,1,1,0,2,14,3595,0,1,60.0,1,1,0,0,0.0,1,0.31,5,0,0,0,1,0,2,0,0,8,1
bmw group,https://www.bmwgroup.com,1,1,1,0,0,2,16,0,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,3,0
PEOPLE'S INSURANCE PLC,https://www.plc.lk,1,1,1,1,1,2,10,6790,1,1,60.0,1,0,1,1,16.19,1,0.5,10,0,0,0,0,0,2,0,0,6,2
british airways,https://www.britishairways.com,1,1,1,0,0,2,22,232,0,1,60.0,0,0,0,0,63.27,1,0.5,0,0,0,0,0,0,1,0,0,3,0
JF PACKAGING PLC,https://www.keells.com,1,1,1,1,0,2,14,3595,0,1,60.0,1,1,0,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,6,0
Click Typing Earn Daily,https://www.click-typing-earn-dail.xyz,0,1,1,1,0,2,30,1597,2,0,42.0,0,0,1,1,24.73,0,0.0,0,0,0,0,0,0,2,1,1,4,2
Online Data Part Time,https://www.online-data-part-time.info,0,1,1,1,1,2,30,2862,4,1,89.0,0,0,1,1,9.17,0,0.0,0,0,0,0,0,0,2,1,0,3,2
NAWALOKA HOSPITALS PLC,https://odel.lk,1,1,1,0,0,1,7,0,0,1,60.0,0,0,0,0,0.0,1,0.19,5,0,0,0,1,1,1,0,0,4,1
deloitte,https://www.deloitte.com,1,1,1,1,1,2,16,42592,0,1,60.0,0,1,0,0,0.0,1,0.45,5,0,0,0,1,1,1,0,0,7,1
nestl̩,https://www.daraz.com.bd,1,1,1,1,1,3,16,93986,1,1,60.0,1,0,0,1,33.9,1,0.5,0,0,0,0,0,0,1,0,0,6,1
no,https://mashable.com,1,1,1,1,1,1,12,17821,0,1,60.0,1,1,1,0,13.91,1,0.28,10,0,0,0,1,0,1,0,0,8,2
AITKEN SPENCE PLC,https://aitkenspence.com,1,1,1,1,1,1,16,3216,0,1,60.0,1,0,0,0,0.0,1,0.21,10,0,0,0,1,0,2,0,0,6,1
KEGALLE  PLANTATIONS  PLC,https://www.kelanicables.com,1,0,1,0,0,2,20,0,0,1,60.0,0,0,0,0,5.82,1,0.5,0,0,0,0,0,0,2,0,0,2,0
Dollar Customer Jobs Lanka,http://www.dollar-customer-jobs-l.club,0,1,1,0,1,1,31,3036,2,1,60.0,1,1,0,1,17.05,1,0.34,1,0,0,0,1,0,1,1,0,0,5
WASKADUWA BEACH RESORT PLC,https://watawalaplantations.lk,1,1,1,1,1,1,22,2963,0,1,60.0,0,0,0,0,27.49,1,0.5,0,0,0,0,0,0,1,0,0,5,0
Cargills (Ceylon) PLC,https://www.cargillsceylon.com,1,1,1,0,0,2,22,13020,0,1,60.0,1,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,4,0
nike,https://www.nike.com,1,1,1,1,1,2,12,7611,0,1,60.0,1,1,0,0,0.0,1,0.19,15,0,0,0,1,0,1,0,0,7,1
Nations Trust Bank PLC,https://www.nationstrust.com,1,1,1,1,0,2,20,7954,0,1,60.0,1,1,0,0,13.23,1,0.5,10,0,0,0,0,0,1,0,0,6,0
prefeitura municipal,https://riodosul.atende.net,1,1,1,0,0,2,19,249,0,1,60.0,0,0,0,0,75.5,1,0.23,15,0,0,0,1,0,1,0,0,3,1
Fast Holdings Careers,https://www.fast-holdings-careers.site,0,1,1,0,0,3,30,3287,5,1,76.0,1,0,1,1,10.32,0,0.0,0,0,0,0,0,1,1,1,0,1,4
Lanka Referral Online Earn,http://www.lanka-referral-online.com,0,1,1,1,1,2,29,1400,5,0,70.0,0,1,1,1,16.22,1,0.0,0,0,0,0,0,1,1,1,1,2,3
Royal Investment Agency,http://www.royal-investment-agenc.site,0,1,1,1,0,2,31,2064,5,0,116.0,1,0,0,1,9.22,0,0.0,0,1,0,0,0,1,1,1,1,1,4
t-mobile,https://account.t-mobile.com,1,1,1,0,0,2,20,231,0,1,60.0,0,0,0,0,14.08,1,0.17,5,0,0,1,1,0,1,0,0,4,1
Zero Risk Enterprise Earn,http://www.zero-risk-enterprise-e.org,0,1,1,0,1,2,30,2899,2,0,17.0,0,1,1,1,6.71,0,0.0,0,0,0,0,0,0,1,1,1,2,2
cigna,https://www.cigna.com,1,1,1,1,1,2,13,16207,1,1,60.0,0,1,0,1,47.79,1,0.5,10,0,0,0,1,1,2,0,0,7,2
starbucks,https://www.starbucks.com,1,1,1,1,1,2,17,3088,0,1,60.0,0,1,0,0,18.51,1,0.21,5,0,0,0,1,0,1,0,0,6,1
