company_name,website_url,label,website_alive,valid_website,has_about,has_contact,subdomain_count,domain_length,content_length,scam_score,has_https,domain_age_days,has_privacy_policy,has_terms,has_payment_risk,has_urgency_language,content_score,is_registered,review_score,review_count,has_glassdoor,has_indeed,has_trustpilot,has_negative_reviews,has_positive_reviews,email_type_encoded,has_suspicious_tld,is_http_only,trust_score,suspicion_score
KEGALLE  PLANTATIONS  PLC,https://www.kelanicables.com,1,0,1,0,0,2,20,0,0,1,60.0,0,0,0,0,5.82,1,0.5,0,0,0,0,0,0,2,0,0,2,0
KELANI CABLES PLC,https://kelanityres.lk,1,0,1,1,1,1,14,1921,0,1,60.0,0,0,0,0,25.87,1,0.17,5,0,0,0,1,0,1,0,0,4,1
KELANI TYRES PLC,https://www.kvpl.com,1,1,1,1,1,2,12,4487,0,1,60.0,0,0,0,0,26.7,1,0.74,5,0,0,0,0,1,2,0,0,6,0
KELANI VALLEY PLANTATIONS PLC,https://kelsey.lk,1,1,1,0,1,1,9,4636,0,1,60.0,1,0,0,1,26.59,1,0.92,15,0,0,0,0,1,1,0,0,6,0
KELSEY DEVELOPMENTS PLC,,1,0,0,1,1,2,12,6002,0,0,60.0,0,0,0,0,0.0,0,0.21,10,0,0,0,1,0,1,0,1,2,2
KERNER HAUS GLOBAL SOLUTIONS PLC,https://lankemplantations.lk,1,1,1,0,1,1,20,2365,0,1,60.0,0,0,0,0,24.71,1,0.21,10,0,0,0,1,0,1,0,0,4,1
KOTAGALA PLANTATIONS PLC,https://www.tripadvisor.com,1,0,1,0,0,2,19,59,0,1,60.0,0,0,0,1,0.0,1,0.71,5,0,0,1,0,1,1,0,0,4,0
KOTMALE HOLDINGS PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,2,1
L O L C HOLDINGS PLC,https://www.lvlenergyfund.lk,1,1,1,0,1,2,20,1951,0,1,60.0,1,0,0,0,18.67,1,0.24,10,0,0,0,1,0,2,0,0,5,1
L V L ENERGY FUND PLC,,1,0,0,1,1,2,17,21311,0,0,60.0,0,0,0,0,0.0,0,0.23,5,0,0,0,1,0,1,0,1,2,2
LAKE HOUSE PRINTERS & PUBLISHERS PLC,,1,0,0,0,0,2,21,6438,0,0,60.0,0,0,0,0,0.0,0,0.5,5,0,0,0,0,0,1,0,1,0,1
LANKA ALUMINIUM INDUSTRIES PLC,https://lal.lk,1,1,1,1,1,1,6,10369,0,1,60.0,0,0,0,0,10.27,1,0.23,10,0,0,0,1,0,2,0,0,5,1
LANKA ASHOK LEYLAND PLC,https://www.salruk.com,1,1,1,0,0,2,14,13133,0,1,60.0,0,0,0,0,30.95,1,0.5,0,0,0,0,0,0,1,0,0,3,0
LANKA CERAMIC PLC,https://www.lcbfinance.lk,1,1,1,1,1,2,17,14227,0,1,60.0,0,0,0,1,34.88,1,0.23,5,0,0,0,1,0,2,0,0,5,1
LANKA CREDIT AND BUSINESS FINANCE PLC,https://www.lankaioc.com,1,0,1,1,1,2,16,3538,0,1,60.0,0,0,0,0,0.0,1,0.23,10,0,0,0,1,0,2,0,0,4,1
LANKA IOC PLC,https://www.lmfgroup.lk,1,1,1,1,1,2,15,4716,0,1,60.0,0,0,0,0,35.66,1,0.23,10,0,0,0,1,0,2,0,0,5,1
LANKA MILK FOODS (CWE) PLC,https://www.lriplc.com,1,1,1,1,1,2,14,3311,0,1,60.0,1,0,0,0,12.05,1,0.23,15,0,0,0,1,0,2,0,0,6,1
LANKA REALTY INVESTMENTS PLC,https://www.lankatiles.com,1,1,1,1,1,2,18,3475,0,1,60.0,0,0,0,0,16.68,1,0.23,5,0,0,0,1,0,2,0,0,5,1
LANKA TILES PLC,https://www.dnb.com,1,1,1,0,0,2,11,194,0,1,60.0,0,0,0,0,42.55,1,0.19,15,0,0,0,1,0,1,0,0,3,1
LANKA VENTURES PLC,https://www.lankatiles.com,1,1,1,1,1,2,18,3475,0,1,60.0,0,0,0,0,16.68,1,0.23,10,0,0,0,1,0,2,0,0,5,1
LANKA WALLTILE PLC,https://lankem.lk,1,1,1,0,1,1,9,6378,0,1,60.0,0,0,0,0,20.62,1,0.21,10,0,0,0,1,0,1,0,0,4,1
LANKEM CEYLON PLC,https://lankemplantations.lk,1,1,1,0,1,1,20,2365,0,1,60.0,0,0,0,0,24.71,1,0.17,10,0,0,0,1,0,1,0,0,4,1
LANKEM DEVELOPMENTS PLC,https://www.laugfsgas.lk,1,1,1,0,1,2,16,3552,0,1,60.0,0,0,0,0,24.15,1,0.5,0,0,0,0,0,0,1,0,0,4,0
LAUGFS GAS PLC,https://www.laugfsgas.lk,1,1,1,0,1,2,16,3552,0,1,60.0,0,0,0,0,24.15,1,0.5,0,0,0,0,0,0,1,0,0,4,0
LAUGFS POWER PLC,https://www.laugfs.lk,1,1,1,1,1,2,13,15303,0,1,60.0,1,0,0,0,11.63,1,0.45,15,0,0,0,1,1,2,0,0,7,1
LAXAPANA PLC,https://www.lbfinance.com,1,1,1,1,1,2,17,12159,1,1,60.0,1,0,0,0,23.67,1,0.5,0,0,0,0,0,0,1,0,0,6,1
LB FINANCE PLC,,1,0,0,1,1,2,17,21231,0,0,60.0,0,0,0,0,0.0,0,0.5,5,0,0,0,0,0,1,0,1,2,1
LEE HEDGES PLC,https://www.lionbeer.com,1,1,1,0,0,2,16,21728,0,1,60.0,1,1,0,0,29.89,1,0.21,10,0,0,0,1,0,2,0,0,5,1
LION BREWERY (CEYLON) PLC,https://www.lolcfinance.com,1,1,1,1,1,2,19,6430,0,1,60.0,1,0,0,0,0.0,1,0.23,5,0,0,0,1,0,1,0,0,6,1
LOLC FINANCE PLC,https://www.lolcgeneral.com,1,1,1,1,1,2,19,27105,0,1,60.0,1,0,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,6,0
LOLC GENERAL INSURANCE PLC,https://lotusreenergy.com,1,0,1,1,1,1,17,273,0,1,60.0,0,0,0,0,27.26,1,0.5,15,0,0,0,0,0,1,0,0,4,0
LOTUS HYDRO POWER PLC,https://luminexpl.com,1,1,1,1,1,1,13,10782,0,1,60.0,1,1,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,7,0
LUMINEX PLC,https://www.maduls.lk,1,1,1,0,0,2,13,2481,0,1,60.0,0,0,0,0,11.53,1,0.23,5,0,0,0,1,0,2,0,0,3,1
MADULSIMA  PLANTATIONS  PLC,https://mfpe.com,1,1,1,1,1,1,8,4547,0,1,60.0,0,0,0,0,0.24,1,0.5,5,0,0,0,0,0,2,0,0,5,0
MAHARAJA FOODS PLC,https://mahawelicoconut.com,1,0,1,0,0,1,19,0,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,2,0
MAHAWELI COCONUT PLANTATIONS PLC,https://www.mahaweli.com,1,1,1,0,1,2,16,15149,0,1,60.0,1,0,0,0,57.91,1,0.23,5,0,0,0,1,0,2,0,0,5,1
MAHAWELI REACH HOTELS PLC,https://www.malwattevalley.com,1,1,1,1,1,2,22,9103,0,1,60.0,0,0,0,0,6.3,1,0.15,15,0,0,0,1,0,2,0,0,5,1
MALWATTE VALLEY PLANTATION PLC,https://www.malwattevalley.com,1,1,1,1,1,2,22,9103,0,1,60.0,0,0,0,1,6.3,1,0.55,15,1,0,1,1,1,2,0,0,9,1
MARAWILA  RESORTS  PLC,https://www.maskeliyatea.com,1,0,1,0,0,2,20,164,0,1,60.0,0,0,0,0,40.6,1,0.5,5,0,0,0,0,0,1,0,0,2,0
MASKELIYA PLANTATIONS PLC,https://melstacorp.com,1,1,1,0,1,1,14,7888,0,1,60.0,0,0,0,1,26.67,1,0.55,5,0,0,0,0,0,2,0,0,4,0
MELSTACORP PLC,https://www.mi.com.lk,1,1,1,1,1,3,13,7870,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,5,0
MERCANTILE INVESTMENTS AND FINANCE PLC,,1,0,0,1,1,2,17,21259,0,0,60.0,0,0,0,0,0.0,0,0.5,5,0,0,0,0,0,1,0,1,2,1
MERCANTILE SHIPPING COMPANY PLC,https://www.nsb.lk,1,0,1,1,1,2,10,2263,0,1,60.0,0,0,0,0,41.66,1,0.5,5,0,0,0,0,0,1,0,0,4,0
MERCHANT BANK OF SRI LANKA & FINANCE PLC,https://www.mhdplc.com,1,1,1,1,1,2,14,8985,0,1,60.0,0,0,0,0,23.93,1,0.21,10,0,0,0,1,0,2,0,0,5,1
MILLENNIUM HOUSING DEVELOPERS PLC,https://mpceylon.lk,1,1,1,0,1,1,11,1710,0,1,60.0,0,0,0,0,25.78,1,0.5,5,0,0,0,0,0,1,0,0,4,0
MULLER & PHIPPS (CEYLON) PLC,,1,0,0,1,1,2,17,21230,0,0,60.0,0,0,0,0,0.0,0,0.15,5,0,0,0,1,1,1,0,1,3,2
MYLAND DEVELOPMENTS PLC,https://namalfunds.com,1,1,1,1,1,1,14,13818,0,1,60.0,1,0,0,1,34.74,1,0.24,15,0,0,0,1,1,1,0,0,8,1
NAMAL ACUITY VALUE FUND,,1,0,0,1,1,2,17,21171,0,0,60.0,0,0,0,0,0.0,0,0.75,10,0,0,0,1,1,1,0,1,4,2
NAMUNUKULA PLANTATIONS PLC,https://www.nationlanka.com,1,1,1,0,0,2,19,1360,0,1,60.0,0,0,0,0,9.01,1,0.5,0,0,0,0,0,0,1,0,0,3,0
NATION LANKA FINANCE PLC,https://www.ndbbank.com,1,1,1,1,1,2,15,7314,0,1,60.0,0,0,0,1,16.52,1,0.23,5,0,0,0,1,0,2,0,0,5,1
NATIONAL DEVELOPMENT BANK PLC,https://www.nationstrust.com,1,1,1,0,0,2,20,7954,0,1,60.0,0,0,0,0,0.0,1,0.09,20,0,0,0,1,0,1,0,0,3,1
NATIONS TRUST BANK PLC,https://www.nationstrust.com,1,1,1,0,0,2,20,7954,0,1,60.0,0,0,0,1,0.0,1,0.5,10,0,0,0,0,0,1,0,0,3,0
NAWALOKA HOSPITALS PLC,https://odel.lk,1,1,1,0,0,1,7,0,0,1,60.0,0,0,0,0,0.0,1,0.19,5,0,0,0,1,1,1,0,0,4,1
ODEL PLC,https://www.saleme.lk,1,1,1,1,1,2,13,21213,0,1,60.0,1,0,0,1,57.3,1,0.05,5,0,1,0,1,1,1,0,0,8,1
OFFICE EQUIPMENT PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,1,0.0,0,0.55,15,1,1,1,1,1,1,0,1,7,2
ON'ALLY HOLDINGS PLC,https://orcl.lk,1,0,1,0,0,1,7,905,0,1,60.0,0,0,0,1,21.31,1,0.5,5,0,0,0,0,0,1,0,0,2,0
OVERSEAS REALTY (CEYLON) PLC,https://www.palmgardenvillagehotel.com,1,1,1,1,1,2,30,2807,0,1,60.0,0,0,0,0,39.58,1,0.5,5,0,0,0,0,0,0,0,0,5,0
PALM GARDEN HOTELS PLC,https://www.pabcbank.com,1,1,1,0,0,2,16,125,0,1,60.0,0,0,0,0,50.35,1,0.55,5,0,0,0,1,1,1,0,0,5,1
PAN ASIA BANKING CORPORATION PLC,https://www.panasianpower.com,1,1,1,1,1,2,21,8566,0,1,60.0,0,0,0,0,24.43,1,0.5,5,0,0,0,0,0,2,0,0,5,0
PANASIAN POWER PLC,,1,0,0,1,1,2,17,21301,0,0,60.0,0,0,0,0,0.0,0,0.53,5,0,0,0,1,0,1,0,1,3,2
PARAGON CEYLON PLC,https://www.pegasusreefhotel.com,1,1,1,1,1,2,24,22051,0,1,60.0,1,0,0,0,35.98,1,0.5,0,0,0,0,0,0,2,0,0,6,0
PEGASUS HOTELS OF CEYLON PLC,https://www.srilankainsurance.com,1,1,1,0,0,2,25,823,0,1,60.0,0,0,0,0,60.49,1,0.72,15,0,0,1,1,1,1,0,0,6,1
PEOPLE'S INSURANCE PLC,https://www.plc.lk,1,1,1,1,1,2,10,6790,1,1,60.0,1,0,0,0,16.19,1,0.5,10,0,0,0,0,0,2,0,0,6,2
PEOPLE'S LEASING & FINANCE PLC,https://pgpglassceylon.com,1,1,1,1,0,1,18,13229,0,1,60.0,0,0,0,0,0.0,1,0.28,5,0,0,0,1,1,2,0,0,6,1
PGP GLASS CEYLON PLC,https://pmf.lk,1,1,1,0,1,1,6,5179,0,1,60.0,1,0,0,0,8.93,1,0.5,0,0,0,0,0,0,1,0,0,5,0
PMF FINANCE PLC,https://www.primeresidencies.lk,1,0,1,0,0,2,23,276,0,1,60.0,1,1,0,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,4,0
PRIME LANDS RESIDENCIES PLC,https://printcare.lk,1,1,1,0,1,1,12,7431,0,1,60.0,1,1,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,6,0
PRINTCARE PLC,https://www.rilproperty.lk,1,1,1,1,1,2,18,6206,0,1,60.0,1,1,0,1,12.92,1,0.19,15,0,0,0,1,0,1,0,0,7,1
R I L PROPERTY PLC,https://www.srilankabusiness.com,1,1,1,1,1,2,24,17944,0,1,60.0,1,0,0,0,6.94,1,0.5,15,0,0,0,0,0,2,0,0,6,0
RADIANT GEMS INTERNATIONAL PLC,https://wayambasalterns.lk,1,1,1,0,1,1,18,1293,0,1,60.0,0,0,0,1,49.76,1,0.23,5,0,0,0,1,0,1,0,0,4,1
RAIGAM WAYAMBA SALTERNS PLC,https://rambodafallshotel.neohotelier.com,1,1,1,1,0,2,33,5907,0,1,60.0,0,0,0,0,3.72,1,0.5,0,0,0,0,0,0,1,0,0,4,0
RAMBODA FALLS PLC,https://renukagroup.com,1,1,1,1,1,1,15,1862,0,1,60.0,0,0,0,0,26.34,1,0.5,5,0,0,0,0,0,1,0,0,5,0
RENUKA AGRI FOODS PLC,https://www.renukacityhotel.com,1,1,1,0,0,2,23,2901,0,1,60.0,1,0,0,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,4,0
RENUKA CITY HOTELS PLC.,https://www.renukafoods.com,1,1,1,1,0,2,19,2682,0,1,60.0,0,0,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,4,0
RENUKA FOODS PLC,https://www.renukafoods.com,1,1,1,1,0,2,19,2682,0,1,60.0,0,0,0,0,0.0,1,0.23,5,0,0,0,1,0,1,0,0,4,1
RENUKA HOLDINGS PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.5,10,1,1,1,0,0,1,0,1,5,1
RENUKA HOTELS PLC,https://www.resusenergy.lk,1,1,1,1,1,2,18,4189,0,1,60.0,0,0,0,0,0.14,1,0.5,5,0,0,0,0,0,2,0,0,5,0
RESUS ENERGY PLC,https://www.arpico.com,1,1,1,1,0,2,14,742,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,4,0
RICHARD PIERIS AND COMPANY PLC,https://www.arpicorubber.com,1,1,1,1,1,2,20,7223,0,1,60.0,0,0,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,5,0
RICHARD PIERIS EXPORTS PLC,https://www.srilankabusiness.com,1,1,1,1,1,2,24,17944,0,1,60.0,1,0,0,0,6.94,1,0.23,10,0,0,0,1,0,2,0,0,6,1
ROYAL CERAMICS LANKA PLC,https://www.tangerinehotels.com,1,1,1,1,1,2,23,4037,0,1,60.0,1,0,0,0,34.31,1,0.5,10,1,1,1,0,0,1,0,0,9,0
ROYAL PALMS BEACH HOTELS PLC,https://www.sampath.lk,1,0,1,0,1,2,14,22244,0,1,60.0,0,1,0,0,0.0,1,0.13,10,1,1,1,1,1,2,0,0,8,1
SAMPATH BANK PLC,https://samsonint.com,1,1,1,0,1,1,13,3556,0,1,60.0,1,0,0,0,7.84,1,0.09,8,0,0,0,1,0,2,0,0,5,1
SAMSON INTERNATIONAL PLC,https://www.sdb.lk,1,1,1,1,1,2,10,5234,0,1,60.0,0,0,1,0,18.96,1,0.21,10,0,0,0,1,0,2,0,0,5,1
SANASA DEVELOPMENT BANK PLC,https://www.sarvodayafinance.lk,1,1,1,0,1,2,23,4673,0,1,60.0,0,0,0,0,0.0,1,0.65,5,0,0,0,1,1,2,0,0,7,1
SARVODAYA DEVELOPMENT FINANCE PLC,https://sathosamotorsplc.com,1,1,1,1,1,1,20,4815,0,1,60.0,0,0,1,1,29.73,1,0.52,10,0,0,0,1,0,2,0,0,6,1
SATHOSA MOTORS PLC,https://senfinsecurities.com,1,1,1,1,1,1,20,16293,0,1,60.0,1,1,0,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,7,0
SENFIN SECURITIES LIMITED,https://www.senfin.com,1,0,1,0,0,2,14,929,0,1,60.0,0,0,0,1,44.15,1,0.5,5,0,0,0,0,0,1,0,0,2,0
SENKADAGALA FINANCE COMPANY PLC,https://www.skyscanner.com.ph,1,1,1,0,0,3,21,57,0,1,60.0,0,0,0,0,71.82,1,0.23,10,0,0,0,1,0,1,0,0,3,1
SERENDIB HOTELS PLC,https://www.grandserendibhotel.com,1,1,1,1,1,2,26,5318,0,1,60.0,0,0,0,0,45.88,1,0.03,5,0,0,0,1,1,2,0,0,6,1
SERENDIB LAND PLC,https://www.seylan.lk,1,0,1,1,1,2,13,49045,0,1,60.0,1,1,0,0,0.0,1,0.21,5,0,0,0,1,0,1,0,0,6,1
SEYLAN BANK PLC,https://www.combank.lk,1,1,1,1,1,2,14,32781,0,1,60.0,0,1,0,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,6,1
SEYLAN DEVELOPMENTS PLC,https://www.sierracables.com,1,1,1,1,1,2,20,39918,0,1,60.0,1,1,0,1,0.0,1,0.5,5,0,0,0,0,0,2,0,0,7,0
SIERRA CABLES PLC,https://www.booking.com,1,1,1,0,0,2,15,220,0,1,60.0,0,0,0,0,51.62,1,0.5,5,0,0,0,0,0,1,0,0,3,0
SIGIRIYA VILLAGE HOTELS PLC,https://www.singersl.com,1,1,1,1,1,2,16,44077,0,1,60.0,1,1,0,0,0.0,1,0.5,15,0,0,0,0,0,2,0,0,7,0
SINGER (SRI LANKA) PLC,https://www.singerfinance.com,1,1,1,1,1,2,21,11987,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,5,1
SINGER FINANCE LANKA PLC,https://www.singhehospital.com,1,1,1,1,1,2,22,3584,0,1,60.0,0,0,0,0,19.14,1,0.21,10,0,0,0,1,0,2,0,0,5,1
SINGHE HOSPITALS PLC,https://www.smblk.com,1,1,1,1,1,2,13,7126,0,1,60.0,1,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,6,0
SMB FINANCE PLC,https://www.smblk.com,1,1,1,1,1,2,13,7126,0,1,60.0,1,0,1,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,6,0
SOFTLOGIC CAPITAL PLC,https://softlogicfinance.lk,1,1,1,1,1,1,19,5482,0,1,60.0,0,0,0,0,0.0,1,0.23,5,0,0,0,1,0,1,0,0,5,1
SOFTLOGIC FINANCE PLC,https://www.softlogic.lk,1,1,1,0,1,2,16,3293,0,1,60.0,1,0,0,1,0.0,1,0.23,5,0,0,0,1,0,2,0,0,5,1
SOFTLOGIC HOLDINGS PLC,https://www.softlogic.lk,1,1,1,0,1,2,16,3293,0,1,60.0,1,0,0,1,0.0,1,0.5,0,0,0,0,0,0,2,0,0,5,0
SOFTLOGIC LIFE INSURANCE PLC,https://srilankatelecom.com,1,1,1,1,1,1,19,7004,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,5,0
SRI LANKA TELECOM PLC,https://mapcarta.com,1,1,1,0,0,1,12,931,0,1,60.0,0,0,0,0,44.15,1,0.55,10,0,0,0,0,0,1,0,0,4,0
STANDARD CAPITAL PLC,https://www.sunshineholdings.lk,1,1,1,1,1,2,23,10543,0,1,60.0,1,0,0,0,3.23,1,0.23,5,0,0,0,1,0,2,0,0,6,1
SUNSHINE HOLDINGS PLC,https://swadeshiherbal.com,1,1,1,1,1,1,18,15328,0,1,60.0,0,0,0,0,54.15,1,0.5,10,0,0,0,0,0,2,0,0,5,0
SWADESHI INDUSTRIAL WORKS  PLC,https://swisstekceylon.com,1,1,1,1,1,1,18,9201,1,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,5,0
SWISSTEK (CEYLON) PLC,https://www.dnb.com,1,1,1,0,0,2,11,194,0,1,60.0,0,0,0,1,42.55,1,0.45,5,0,0,0,1,1,1,0,0,4,1
TAL LANKA HOTELS PLC,https://www.talawakelleteas.com,1,1,1,1,1,2,23,11143,0,1,60.0,1,0,0,0,20.58,1,0.21,5,0,0,0,1,0,2,0,0,6,1
TALAWAKELLE TEA ESTATES PLC,https://www.tangerinehotels.com,1,1,1,1,1,2,23,4037,0,1,60.0,1,0,0,0,34.31,1,0.23,10,0,0,0,1,0,1,0,0,6,1
TANGERINE BEACH HOTELS PLC,https://tsfl-keells.com,1,0,1,0,0,1,15,0,0,1,60.0,0,0,1,1,0.0,1,0.17,10,0,0,1,1,0,1,0,0,3,1
TEA SMALLHOLDER FACTORIES PLC,,1,0,0,1,1,2,17,21260,0,0,60.0,0,0,0,0,0.0,0,0.75,15,0,0,0,0,0,1,0,1,3,1
TEEJAY LANKA PLC,https://www.tess.lk,1,1,1,1,0,2,11,8676,0,1,60.0,0,0,0,0,25.43,1,0.5,5,0,0,0,0,0,0,0,0,4,0
TESS AGRO PLC,https://www.tess.lk,1,1,1,1,0,2,11,8676,0,1,60.0,0,0,0,0,25.43,1,0.5,0,0,0,0,0,0,0,0,0,4,0
THE  LIGHTHOUSE  HOTEL  PLC,https://autodrome.lk,1,1,1,1,1,1,12,3652,0,1,60.0,1,1,0,0,14.13,1,0.5,10,0,0,0,0,0,2,0,0,7,0
THE AUTODROME PLC,,1,0,0,1,1,2,9,36279,1,0,60.0,0,0,0,0,0.0,0,0.75,10,0,0,0,0,0,1,0,1,3,1
THE COLOMBO FORT LAND AND BUILDING PLC,https://www.fortressresortandspa.com,1,1,1,1,1,2,28,17246,0,1,60.0,1,1,1,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,7,0
THE FORTRESS RESORTS PLC,,1,0,0,1,1,2,17,21313,0,0,60.0,0,0,0,0,0.0,0,0.5,5,0,0,0,0,0,1,0,1,2,1
THE KANDY HOTELS COMPANY (1938) PLC,https://www.thekingsburyhotel.com,1,0,1,0,0,2,25,276,0,1,60.0,1,0,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,3,0
THE KINGSBURY PLC,https://www.echannelling.com,1,1,1,0,0,2,20,38,0,1,60.0,0,0,0,0,73.85,1,0.5,5,0,0,0,0,0,1,0,0,3,0
THE LANKA HOSPITALS CORPORATION PLC,https://www.nuwara-eliya-hotels.com,1,1,1,0,0,2,27,27517,0,1,60.0,1,0,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,4,0
THE NUWARA ELIYA HOTELS COMPANY PLC,,1,0,0,0,0,2,14,52,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,0,1
THREE ACRE FARMS PLC,https://tokyocement.com,1,1,1,0,1,1,15,3337,0,1,60.0,0,0,0,1,0.0,1,0.23,5,0,0,0,1,0,2,0,0,4,1
TOKYO CEMENT COMPANY (LANKA) PLC,,1,0,0,0,0,2,16,58,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,0,1
TRANS ASIA HOTELS PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.46,5,0,0,0,1,0,1,0,1,3,2
UB FINANCE PLC,https://www.brownsplantations.lk,1,1,1,1,1,2,24,7283,0,1,60.0,1,1,0,0,11.87,1,0.5,0,0,0,0,0,0,2,0,0,7,0
UDAPUSSELLAWA  PLANTATIONS PLC,https://unionassurance.com,1,0,1,0,0,1,18,58,0,1,60.0,0,0,1,1,44.15,1,0.0,15,0,0,0,1,1,1,0,0,3,1
UNION ASSURANCE PLC,https://online.unionbankph.com,1,1,1,0,0,2,22,29,0,1,60.0,0,0,0,0,66.4,1,0.21,10,0,0,0,1,0,1,0,0,3,1
UNION BANK OF COLOMBO PLC,http://www.ucll.lk,1,0,1,0,0,2,11,164,0,0,60.0,0,0,0,0,11.36,1,0.26,15,0,0,0,1,0,1,0,1,2,2
UNION CHEMICALS LANKA PLC,https://www.unitedmotors.lk,1,1,1,1,1,2,19,4938,0,1,60.0,1,0,0,1,25.07,1,0.5,0,0,0,0,0,0,2,0,0,6,0
UNITED MOTORS LANKA PLC,https://vallibelfinance.com,1,1,1,1,1,1,19,11112,0,1,60.0,1,0,0,1,0.0,1,0.5,5,0,0,0,0,0,1,0,0,6,0
VALLIBEL FINANCE PLC,https://vallibelfinance.com,1,1,1,1,1,1,19,11112,0,1,60.0,1,0,0,0,0.0,1,0.88,10,0,1,0,0,1,1,0,0,10,0
VALLIBEL ONE PLC,https://www.vallibel-hydro.com,1,1,1,1,1,2,22,7082,0,1,60.0,0,0,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,5,0
VALLIBEL POWER ERATHNA PLC,https://vidullanka.com,1,1,1,1,1,1,14,15017,1,1,60.0,1,0,0,0,1.49,1,0.55,5,0,0,0,1,1,1,0,0,8,2
VIDULLANKA PLC,https://vidullanka.com,1,1,1,1,1,1,14,15017,1,1,60.0,1,0,0,0,1.49,1,0.5,0,0,0,0,0,0,1,0,0,6,1
WASKADUWA BEACH RESORT PLC,https://watawalaplantations.lk,1,1,1,1,1,1,22,2963,0,1,60.0,0,0,0,0,27.49,1,0.5,0,0,0,0,0,0,1,0,0,5,0
WATAWALA  PLANTATIONS  PLC,https://wealthtrust.lk,1,1,1,1,1,1,14,7105,0,1,60.0,0,0,0,0,8.78,1,0.21,5,0,0,0,1,0,2,0,0,5,1
WEALTHTRUST SECURITIES PLC,https://windforce.lk,1,1,1,1,1,1,12,6821,0,1,60.0,0,0,0,0,18.14,1,0.23,5,0,0,0,1,0,2,0,0,5,1
WINDFORCE PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.23,5,0,0,0,1,0,1,0,1,2,2
John Keells Holdings PLC,https://www.keells.com,1,1,1,1,0,2,14,3595,0,1,60.0,1,1,0,1,0.0,1,0.31,5,0,0,0,1,0,2,0,0,8,1
Commercial Bank of Ceylon PLC,https://www.combank.lk,1,1,1,1,1,2,14,32781,0,1,60.0,0,1,0,0,0.0,1,0.19,5,0,0,0,1,0,2,0,0,6,2
Hatton National Bank PLC,https://www.hnb.net,1,0,1,0,0,2,11,0,0,1,60.0,0,0,0,0,0.0,1,0.23,5,0,0,0,1,0,1,0,0,2,1
Sampath Bank PLC,https://www.sampath.lk,1,0,1,0,1,2,14,22244,0,1,60.0,0,1,0,0,0.0,1,0.5,1,0,0,0,0,0,2,0,0,4,0
DFCC Bank PLC,https://www.dfcc.lk,1,1,1,1,1,2,11,8524,0,1,60.0,0,0,0,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,5,1
Nations Trust Bank PLC,https://www.nationstrust.com,1,1,1,1,0,2,20,7954,0,1,60.0,1,1,0,1,13.23,1,0.5,10,0,0,0,0,0,1,0,0,6,0
Dialog Axiata PLC,https://www.dialog.lk,1,0,1,1,1,2,13,15615,1,1,60.0,0,0,0,0,43.25,1,0.21,10,0,0,0,1,0,2,0,0,4,2
Sri Lanka Telecom PLC,https://www.slt.lk,1,1,1,0,0,2,10,383,0,1,60.0,0,0,0,0,19.17,1,0.5,5,0,0,0,0,0,1,0,0,3,0
Aitken Spence PLC,https://www.aitkenspence.com,1,1,1,1,1,2,20,3216,0,1,60.0,1,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,6,0
